,analysis,Analysis_tokens,Attribute_name,Attribute_tokens,Cluster,cls_Cluster
1619,C_250601,c _ 250 ##60 ##1,TOTAL PARTICLES 10 MICRON,total particles 10 micro ##n,3,12
1620,C_5455A,c _ 54 ##55 ##a,OSMOLALITY READING 1,os ##mo ##lal ##ity reading 1,3,6
1621,CE_HPLC,ce _ hp ##lc,CEX - % Main Peak,ce ##x - % main peak,4,11
1622,CE_HPLC,ce _ hp ##lc,CEX - % Basic Peaks,ce ##x - % basic peaks,4,11
1623,SE_HPLC,se _ hp ##lc,SE HPLC LMW,se hp ##lc l ##m ##w,4,11
1624,CE_HPLC,ce _ hp ##lc,CE UPLC Basic Group,ce up ##lc basic group,4,11
1625,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC HMW (Area) Peak 2,se - hp ##lc hm ##w ( area ) peak 2,4,28
1626,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC Purity,se - hp ##lc purity,4,11
1627,SE_HPLC,se _ hp ##lc,HMW RT,hm ##w rt,4,11
1628,SE_HPLC,se _ hp ##lc,HMW Retention Time,hm ##w retention time,4,11
1629,SE_HPLC,se _ hp ##lc,SEC Sum HMW,sec sum hm ##w,4,11
1630,SE_HPLC,se _ hp ##lc,SEC Main Peak,sec main peak,4,20
1631,RP_UPLC,r ##p _ up ##lc,% Main Peak,% main peak,4,11
1632,RP_HPLC,r ##p _ hp ##lc,Ring-Opened Variants,ring - opened variants,4,11
1633,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC LMW (Area) Peak 1,se - hp ##lc l ##m ##w ( area ) peak 1,4,1
1634,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC HMW (Area) Peak 1,se - hp ##lc hm ##w ( area ) peak 1,4,1
1635,SDS_PAGE,sd ##s _ page,% Main Peak,% main peak,4,11
1636,SE_HPLC,se _ hp ##lc,Main Peak Component,main peak component,4,11
1637,BIO_SE-HPLC,bio _ se - hp ##lc,SEC-HPLC Main Peak,sec - hp ##lc main peak,4,28
1638,BIO_SE-HPLC,bio _ se - hp ##lc,SEC-HPLC HMW,sec - hp ##lc hm ##w,4,11
1639,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC HMW,se - hp ##lc hm ##w,4,11
1640,SE_HPLC,se _ hp ##lc,Sum of Clipped Species ,sum of clipped species,4,0
1641,SE_HPLC,se _ hp ##lc,LMW Species,l ##m ##w species,4,0
1642,SE_HPLC,se _ hp ##lc,HMW Species,hm ##w species,4,0
1643,SE_HPLC,se _ hp ##lc,% LMW Species 2,% l ##m ##w species 2,4,0
1644,SE_HPLC,se _ hp ##lc,LMW Retention Time Species 2,l ##m ##w retention time species 2,4,30
1645,SE_HPLC,se _ hp ##lc,Aggregate (HMW),aggregate ( hm ##w ),4,11
1646,SE_HPLC,se _ hp ##lc,MM-SE Pre Peaks 2,mm - se pre peaks 2,4,11
1647,RP_HPLC,r ##p _ hp ##lc,Titer,ti ##ter,4,11
1648,SE_HPLC,se _ hp ##lc,Total % Aggregate Species,total % aggregate species,4,0
1649,RP_HPLC,r ##p _ hp ##lc,Pre-Peaks,pre - peaks,4,11
1650,RP_HPLC_2,r ##p _ hp ##lc _ 2,Purity,purity,4,30
1651,SE_HPLC_2,se _ hp ##lc _ 2,Cumulative Degradents,cumulative de ##grade ##nts,4,12
1652,BIO_SE-HPLC,bio _ se - hp ##lc,SEC-HPLC LMW,sec - hp ##lc l ##m ##w,4,11
1653,SE_HPLC,se _ hp ##lc,% LMW,% l ##m ##w,4,11
1654,SE_HPLC,se _ hp ##lc,LMW Retention Time,l ##m ##w retention time,4,11
1655,SE_HPLC,se _ hp ##lc,LMW RT,l ##m ##w rt,4,11
1656,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Main Peak ,ce ##x main peak,4,20
1657,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Acidic Group ,ce ##x acidic group,4,30
1658,SE_HPLC_2,se _ hp ##lc _ 2,SEC-BMS Platform Method,sec - b ##ms platform method,4,11
1659,CE_SDS,ce _ sd ##s,Purity for Main Peak,purity for main peak,4,30
1660,CE_SDS_2,ce _ sd ##s _ 2,Purity of Main Peak,purity of main peak,4,30
1661,RP_UPLC,r ##p _ up ##lc,Total % Other Peaks,total % other peaks,4,8
1662,CE_HPLC,ce _ hp ##lc,% Post Peaks,% post peaks,4,11
1663,CE_HPLC,ce _ hp ##lc,% Pre Peaks,% pre peaks,4,11
1664,SE_HPLC,se _ hp ##lc,SE-HPLC area% sum HMWP,se - hp ##lc area % sum hm ##w ##p,4,11
1665,CE_SDS_2,ce _ sd ##s _ 2,Main Peak,main peak,4,20
1666,SE_HPLC,se _ hp ##lc,SEC-UPLC Di-Clipped Species,sec - up ##lc di - clipped species,4,0
1667,SE_HPLC,se _ hp ##lc,SEC Sum LMW,sec sum l ##m ##w,4,11
1668,CE_SDS_2,ce _ sd ##s _ 2,Total HMW,total hm ##w,4,30
1669,SE_HPLC,se _ hp ##lc,% HMW,% hm ##w,4,11
1670,SE_HPLC,se _ hp ##lc,Monomer Retention Time,mono ##mer retention time,4,11
1671,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC LMW (Area) Peak 4,se - hp ##lc l ##m ##w ( area ) peak 4,4,28
1672,CE_HPLC,ce _ hp ##lc,Peak 4,peak 4,4,30
1673,CE_HPLC,ce _ hp ##lc,Acidic Peak,acidic peak,4,30
1674,SE_HPLC,se _ hp ##lc,SEC-UPLC Mono-Clipped Species,sec - up ##lc mono - clipped species,4,0
1675,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Main Peak Cumulative Area,ce ##x main peak cumulative area,4,28
1676,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Basic Peaks Cumulative Area,ce ##x basic peaks cumulative area,4,11
1677,SE_HPLC,se _ hp ##lc,Cumulative Degradation Products,cumulative degradation products,4,5
1678,CE_SDS,ce _ sd ##s,%LMW,% l ##m ##w,4,11
1679,SE_HPLC,se _ hp ##lc,Cumulative Degradents,cumulative de ##grade ##nts,4,5
1680,CE_HPLC,ce _ hp ##lc,"Purity, CEX-HPLC","purity , ce ##x - hp ##lc",4,11
1681,SE_HPLC,se _ hp ##lc,GP HPLC - Fragments,gp hp ##lc - fragments,4,11
1682,SE_HPLC,se _ hp ##lc,GP HPLC - Aggregates,gp hp ##lc - aggregate ##s,4,11
1683,SE_HPLC_2,se _ hp ##lc _ 2,SEC LMW (HPLC),sec l ##m ##w ( hp ##lc ),4,11
1684,SE_HPLC_2,se _ hp ##lc _ 2,SEC HMW (HPLC),sec hm ##w ( hp ##lc ),4,11
1685,SE_HPLC,se _ hp ##lc,SE-HPLC LMW Species,se - hp ##lc l ##m ##w species,4,0
1686,SE_HPLC,se _ hp ##lc,% HMW Species 2,% hm ##w species 2,4,30
1687,SE_HPLC,se _ hp ##lc,Average % HMW,average % hm ##w,4,11
1688,CE_HPLC,ce _ hp ##lc,CEX-HPLC (Main Peak),ce ##x - hp ##lc ( main peak ),4,11
1689,CE_HPLC,ce _ hp ##lc,CEX-HPLC (Acidic),ce ##x - hp ##lc ( acidic ),4,11
1690,RP_UPLC,r ##p _ up ##lc,Main Peak,main peak,4,20
1691,SE_HPLC_2,se _ hp ##lc _ 2,SE-HPLC LMW,se - hp ##lc l ##m ##w,4,11
1692,SE_HPLC_2,se _ hp ##lc _ 2,SE-HPLC HMW,se - hp ##lc hm ##w,4,11
1693,BIO_SE-HPLC,bio _ se - hp ##lc,% Main Peak,% main peak,4,11
1694,BIO_SE-HPLC,bio _ se - hp ##lc,% LMW,% l ##m ##w,4,11
1695,CE_HPLC,ce _ hp ##lc,CEX-HPLC (Basic),ce ##x - hp ##lc ( basic ),4,11
1696,CE_HPLC,ce _ hp ##lc,CEX - % Acidic Peaks,ce ##x - % acidic peaks,4,5
1697,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Main Peak,ce ##x main peak,4,20
1698,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Basic isoforms,ce ##x basic iso ##forms,4,11
1699,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Acidic isoforms,ce ##x acidic iso ##forms,4,14
1700,CE_HPLC,ce _ hp ##lc,CEX HPLC Post Peaks,ce ##x hp ##lc post peaks,4,30
1701,CE_HPLC,ce _ hp ##lc,CEX HPLC Main Peak,ce ##x hp ##lc main peak,4,20
1702,CE_HPLC,ce _ hp ##lc,CEX HPLC Pre Peaks,ce ##x hp ##lc pre peaks,4,11
1703,CE_SDS,ce _ sd ##s,% IgG,% i ##gg,4,11
1704,CE_HPLC,ce _ hp ##lc,% Peak 5,% peak 5,4,11
1705,CE_HPLC,ce _ hp ##lc,% Acidic Peak,% acidic peak,4,19
1706,SE_HPLC,se _ hp ##lc,HMW Retention Time (Result),hm ##w retention time ( result ),4,11
1707,SE_HPLC,se _ hp ##lc,LMW species,l ##m ##w species,4,0
1708,SE_HPLC,se _ hp ##lc,HMW species,hm ##w species,4,0
1709,BIO_SE-HPLC,bio _ se - hp ##lc,SEC Main Peak,sec main peak,4,28
1710,BIO_SE-HPLC,bio _ se - hp ##lc,SEC Sum HMW,sec sum hm ##w,4,11
1711,BIO_SE-HPLC,bio _ se - hp ##lc,SEC Sum LMW,sec sum l ##m ##w,4,11
1712,SE_HPLC,se _ hp ##lc,LMW,l ##m ##w,4,11
1713,RP_HPLC,r ##p _ hp ##lc,Result,result,4,11
1714,SE_HPLC,se _ hp ##lc,HMW,hm ##w,4,11
1715,SE_HPLC_3,se _ hp ##lc _ 3,SEC-HPLC Cumulative Aggregate,sec - hp ##lc cumulative aggregate,4,11
1716,CE_SDS,ce _ sd ##s,% LMW,% l ##m ##w,4,11
1717,CE_SDS,ce _ sd ##s,% HMW,% hm ##w,4,11
1718,CE_HPLC,ce _ hp ##lc,% Acidic Variants,% acidic variants,4,5
1719,CE_HPLC,ce _ hp ##lc,% Basic Variants,% basic variants,4,11
1720,SE_HPLC,se _ hp ##lc,Di-Clipped Species,di - clipped species,4,0
1721,SE_HPLC,se _ hp ##lc,Mono-Clipped Species,mono - clipped species,4,0
1722,RP_HPLC,r ##p _ hp ##lc,4ABH,4a ##bh,4,6
1723,SE_HPLC,se _ hp ##lc,SE HPLC (Main Peak),se hp ##lc ( main peak ),4,28
1724,SE_HPLC_2,se _ hp ##lc _ 2,SEC-UPLC Sum of Clipped Species,sec - up ##lc sum of clipped species,4,0
1725,CE_SDS_2,ce _ sd ##s _ 2,Total LMW,total l ##m ##w,4,30
1726,SE_HPLC_2,se _ hp ##lc _ 2,SE-HPLC Main Peak,se - hp ##lc main peak,4,28
1727,HPLC,hp ##lc,AEX Basic Group,ae ##x basic group,4,19
1728,SE_HPLC,se _ hp ##lc,Sum of Clipped Species,sum of clipped species,4,0
1729,CE_HPLC,ce _ hp ##lc,CEX Basic Peaks ,ce ##x basic peaks,4,11
1730,CE_HPLC,ce _ hp ##lc,CEX Acidic Peaks ,ce ##x acidic peaks,4,30
1731,CE_HPLC,ce _ hp ##lc,Cation Exchange (Result),cat ##ion exchange ( result ),4,11
1732,CE_HPLC,ce _ hp ##lc,CEX-HPLC Basic Region,ce ##x - hp ##lc basic region,4,11
1733,CE_HPLC,ce _ hp ##lc,CEX-HPLC Acidic Region,ce ##x - hp ##lc acidic region,4,16
1734,SE_HPLC_2,se _ hp ##lc _ 2,MM-SE Pre Peaks 2,mm - se pre peaks 2,4,11
1735,SE_HPLC_2,se _ hp ##lc _ 2,MM-SE Pre-Peaks 1,mm - se pre - peaks 1,4,11
1736,SE_HPLC,se _ hp ##lc,Average % HMW Species 2,average % hm ##w species 2,4,0
1737,SE_HPLC,se _ hp ##lc,HMW RT Species 2,hm ##w rt species 2,4,30
1738,SE_HPLC,se _ hp ##lc,Average HMW RT Species 2,average hm ##w rt species 2,4,30
1739,SE_HPLC,se _ hp ##lc,HMW Retention Time Species 2,hm ##w retention time species 2,4,30
1740,SE_HPLC,se _ hp ##lc,HPLC-SEC Cumulative Degradents,hp ##lc - sec cumulative de ##grade ##nts,4,5
1741,CE_HPLC,ce _ hp ##lc,CEX Basic Group,ce ##x basic group,4,11
1742,CE_HPLC,ce _ hp ##lc,CEX Main Peaks ,ce ##x main peaks,4,30
1743,CE_HPLC,ce _ hp ##lc,CEX Acidic Group,ce ##x acidic group,4,30
1744,SE_HPLC,se _ hp ##lc,Lonza LIMS ID,lo ##nza lim ##s id,4,11
1745,SE_HPLC_2,se _ hp ##lc _ 2,Di-Clipped Species,di - clipped species,4,0
1746,CE_SDS_2,ce _ sd ##s _ 2,% Main Peak,% main peak,4,30
1747,CE_HPLC,ce _ hp ##lc,% Main Peak,% main peak,4,11
1748,SE_HPLC,se _ hp ##lc,Di clipped,di clipped,4,30
1749,CE_HPLC,ce _ hp ##lc,CEX Main Peaks Cumulative Area,ce ##x main peaks cumulative area,4,28
1750,CE_HPLC,ce _ hp ##lc,CEX Acidic Peaks Cumulative Area,ce ##x acidic peaks cumulative area,4,28
1751,SE_HPLC,se _ hp ##lc,Monomer Peak,mono ##mer peak,4,30
1752,SE_HPLC,se _ hp ##lc,Cumulative Aggregate,cumulative aggregate,4,11
1753,SE_HPLC,se _ hp ##lc,SE HPLC Aggregates,se hp ##lc aggregate ##s,4,11
1754,HPLC,hp ##lc,LMWS result,l ##m ##ws result,4,20
1755,CE_SDS,ce _ sd ##s,% Post HC,% post hc,4,11
1756,CE_HPLC,ce _ hp ##lc,CEX-% Acidic Variants,ce ##x - % acidic variants,4,14
1757,CE_HPLC,ce _ hp ##lc,CEX-% Main Peak,ce ##x - % main peak,4,11
1758,SE_HPLC,se _ hp ##lc,Raw Data Bar Code,raw data bar code,4,11
1759,CE_HPLC,ce _ hp ##lc,CEX-% Basic Variants,ce ##x - % basic variants,4,11
1760,SE_HPLC_2,se _ hp ##lc _ 2,SEC-HPLC HMW,sec - hp ##lc hm ##w,4,11
1761,SE_HPLC_2,se _ hp ##lc _ 2,SEC-HPLC LMW,sec - hp ##lc l ##m ##w,4,11
1762,SE_HPLC_2,se _ hp ##lc _ 2,SEC-HPLC Cumulative Aggregate,sec - hp ##lc cumulative aggregate,4,11
1763,SE_HPLC,se _ hp ##lc,HPLC-SEC LMW Species,hp ##lc - sec l ##m ##w species,4,0
1764,SE_HPLC,se _ hp ##lc,SE-HPLC- LMW,se - hp ##lc - l ##m ##w,4,11
1765,SE_HPLC,se _ hp ##lc,SE-HPLC- HMW,se - hp ##lc - hm ##w,4,11
1766,CE_HPLC,ce _ hp ##lc,"Major isoform, CEX-HPLC","major iso ##form , ce ##x - hp ##lc",4,11
1767,CE_HPLC,ce _ hp ##lc,CEX Main Peak,ce ##x main peak,4,20
1768,CE_SDS,ce _ sd ##s,%MMW,% mm ##w,4,11
1769,CE_SDS,ce _ sd ##s,% HC,% hc,4,11
1770,CE_SDS,ce _ sd ##s,% Purity,% purity,4,11
1771,CE_SDS,ce _ sd ##s,% LC,% lc,4,11
1772,HPLC,hp ##lc,GPC-HPLC Cumulative Aggregate,gp ##c - hp ##lc cumulative aggregate,4,28
1773,ICIEF_2,ic ##ie ##f _ 2,IEX-HPLC Basic Group Cumulative Area,ie ##x - hp ##lc basic group cumulative area,4,11
1774,SE_HPLC,se _ hp ##lc,HPLC-SEC HMW Species,hp ##lc - sec hm ##w species,4,0
1775,CE_HPLC,ce _ hp ##lc,CEX-HPLC Major isoform,ce ##x - hp ##lc major iso ##form,4,11
1776,HPLC_4,hp ##lc _ 4,CEX HPLC Variant 1,ce ##x hp ##lc variant 1,4,11
1777,HPLC,hp ##lc,AEX-HPLC Acidic Peaks,ae ##x - hp ##lc acidic peaks,4,19
1778,HPLC,hp ##lc,AEX-HPLC Main Peak,ae ##x - hp ##lc main peak,4,20
1779,SE_HPLC_2,se _ hp ##lc _ 2,Aggregate HMW1,aggregate hm ##w ##1,4,11
1780,SE_HPLC_2,se _ hp ##lc _ 2,Aggregate HMW2,aggregate hm ##w ##2,4,30
1781,SE_HPLC,se _ hp ##lc,Total HMW Species,total hm ##w species,4,0
1782,SE_HPLC,se _ hp ##lc,Total LMW Species,total l ##m ##w species,4,0
1783,HPLC,hp ##lc,AEX-HPLC Basic Peaks,ae ##x - hp ##lc basic peaks,4,11
1784,HPLC,hp ##lc,Reversed Phase Post-peaks,reversed phase post - peaks,4,19
1785,HPLC,hp ##lc,Reversed Phase Pre-peaks,reversed phase pre - peaks,4,19
1786,SE_HPLC_2,se _ hp ##lc _ 2,Mono-Clipped Species,mono - clipped species,4,0
1787,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC Main Peak,se - hp ##lc main peak,4,28
1788,SE_HPLC,se _ hp ##lc,Sum of clipped species,sum of clipped species,4,0
1789,SE_HPLC,se _ hp ##lc,Intact molecule,intact molecule,4,14
1790,CE_HPLC,ce _ hp ##lc,CEX Basic Peaks Cumulative Area,ce ##x basic peaks cumulative area,4,11
1791,HPLC_4,hp ##lc _ 4,CEX HPLC Variant 5,ce ##x hp ##lc variant 5,4,11
1792,SE_HPLC,se _ hp ##lc,SEC-HPLC LMW,sec - hp ##lc l ##m ##w,4,11
1793,SE_HPLC,se _ hp ##lc,SEC-HPLC HMW,sec - hp ##lc hm ##w,4,11
1794,HPLC,hp ##lc,S2G2F,s ##2 ##g ##2 ##f,4,19
1795,HPLC,hp ##lc,G2F,g ##2 ##f,4,19
1796,HPLC,hp ##lc,G1F,g ##1 ##f,4,19
1797,SE_HPLC,se _ hp ##lc,SE HPLC HMW Species,se hp ##lc hm ##w species,4,0
1798,SE_HPLC,se _ hp ##lc,SE HPLC LMW Species,se hp ##lc l ##m ##w species,4,0
1799,SE_HPLC,se _ hp ##lc,SEC-HPLC Cumulative % Aggregate,sec - hp ##lc cumulative % aggregate,4,11
1800,SE_HPLC,se _ hp ##lc,SE HPLC Aggregates (HMW),se hp ##lc aggregate ##s ( hm ##w ),4,11
1801,SE_HPLC,se _ hp ##lc,Mono clipped,mono clipped,4,11
1802,CE_HPLC,ce _ hp ##lc,CEX Acidic isoforms,ce ##x acidic iso ##forms,4,14
1803,CE_HPLC,ce _ hp ##lc,CEX Basic isoforms,ce ##x basic iso ##forms,4,11
1804,BIO_SE-HPLC,bio _ se - hp ##lc,SEC SUM LMW,sec sum l ##m ##w,4,11
1805,BIO_SE-HPLC,bio _ se - hp ##lc,SEC SUM HMW,sec sum hm ##w,4,11
1806,CE_HPLC,ce _ hp ##lc,CEX-HPLC Main Peak Area,ce ##x - hp ##lc main peak area,4,28
1807,SE_HPLC,se _ hp ##lc,SE-HPLC Cumulative Aggregate,se - hp ##lc cumulative aggregate,4,11
1808,SE_HPLC,se _ hp ##lc,SE-HPLC Monomer Retention Time,se - hp ##lc mono ##mer retention time,4,11
1809,SE_HPLC,se _ hp ##lc,SE-HPLC HMW,se - hp ##lc hm ##w,4,11
1810,SE_HPLC,se _ hp ##lc,SE-HPLC LMW,se - hp ##lc l ##m ##w,4,11
1811,CE_HPLC,ce _ hp ##lc,CEX-HPLC Post-Peak,ce ##x - hp ##lc post - peak,4,11
1812,CE_HPLC,ce _ hp ##lc,CEX HPLC Open Ring Peak,ce ##x hp ##lc open ring peak,4,11
1813,IC,ic,IEX-HPLC % Area Main,ie ##x - hp ##lc % area main,4,11
1814,CE_HPLC,ce _ hp ##lc,% Main Peaks,% main peaks,4,11
1815,BIO_SE-HPLC,bio _ se - hp ##lc,% HMW,% hm ##w,4,11
1816,SDS_PAGE,sd ##s _ page,MW of Heavy Chain,mw of heavy chain,4,30
1817,CE_HPLC,ce _ hp ##lc,CEX HPLC Early Pre peaks,ce ##x hp ##lc early pre peaks,4,11
1818,SDS_PAGE,sd ##s _ page,MW of Light Chain,mw of light chain,4,30
1819,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC LMW (Area) Peak 2,se - hp ##lc l ##m ##w ( area ) peak 2,4,28
1820,HPLC,hp ##lc,LMWS Result,l ##m ##ws result,4,20
1821,BIO_SE-HPLC,bio _ se - hp ##lc,SE HPLC Main Peak,se hp ##lc main peak,4,28
1822,BIO_ICIEF,bio _ ic ##ie ##f,AEX HPLC-Basic Peaks,ae ##x hp ##lc - basic peaks,4,11
1823,BIO_ICIEF,bio _ ic ##ie ##f,AEX HPLC- Main Peak,ae ##x hp ##lc - main peak,4,11
1824,CE_HPLC,ce _ hp ##lc,CEX HPLC Early Pre Peaks,ce ##x hp ##lc early pre peaks,4,11
1825,HPLC,hp ##lc,AEX-HPLC Total Acidic Peaks,ae ##x - hp ##lc total acidic peaks,4,19
1826,HPLC,hp ##lc,AEX-HPLC Total Basic Peaks,ae ##x - hp ##lc total basic peaks,4,11
1827,IC,ic,IEX-HPLC % Area Basic,ie ##x - hp ##lc % area basic,4,11
1828,IC,ic,IEX-HPLC % Area Acidic,ie ##x - hp ##lc % area acidic,4,23
1829,HPLC_4,hp ##lc _ 4,CEX HPLC Variant 2,ce ##x hp ##lc variant 2,4,11
1830,HPLC_4,hp ##lc _ 4,CEX HPLC Main Peak,ce ##x hp ##lc main peak,4,20
1831,CE_HPLC,ce _ hp ##lc,CEX Main Peak Area,ce ##x main peak area,4,20
1832,CE_HPLC,ce _ hp ##lc,CEX-HPLC Purity,ce ##x - hp ##lc purity,4,23
1833,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC LMW,se - hp ##lc l ##m ##w,4,11
1834,PURITY_IMP,purity _ imp,Purity (LC),purity ( lc ),4,30
1835,SE_HPLC,se _ hp ##lc,HMW2,hm ##w ##2,4,30
1836,SE_HPLC,se _ hp ##lc,HMW1,hm ##w ##1,4,30
1837,HPLC,hp ##lc,G0F,g ##0 ##f,4,30
1838,HPLC,hp ##lc,A4G0,a ##4 ##g ##0,4,30
1839,BIO_SE-HPLC,bio _ se - hp ##lc,HMW Species,hm ##w species,4,0
1840,SE_HPLC,se _ hp ##lc,SE-HPLC (GP) Cumulative Aggregate,se - hp ##lc ( gp ) cumulative aggregate,4,11
1841,CE_HPLC,ce _ hp ##lc,CEX-HPLC Post Peak,ce ##x - hp ##lc post peak,4,11
1842,BIO_ICIEF,bio _ ic ##ie ##f,AEX-HPLC Total Basic Peaks,ae ##x - hp ##lc total basic peaks,4,11
1843,HPLC_4,hp ##lc _ 4,CEX HPLC Variant 4,ce ##x hp ##lc variant 4,4,11
1844,HPLC_4,hp ##lc _ 4,CEX HPLC Variant 3,ce ##x hp ##lc variant 3,4,11
1845,SE_HPLC,se _ hp ##lc,SEC-HPLC Cumulative Aggregate,sec - hp ##lc cumulative aggregate,4,11
1846,SE_HPLC_2,se _ hp ##lc _ 2,Pre-Peaks 1,pre - peaks 1,4,11
1847,HPLC,hp ##lc,SE-HPLC Cumulative Aggregate,se - hp ##lc cumulative aggregate,4,28
1848,CE_HPLC,ce _ hp ##lc,CEX Main Peaks  Area,ce ##x main peaks area,4,28
1849,SE_HPLC,se _ hp ##lc,SE-HPLC (GPC) Cumulative Aggregate,se - hp ##lc ( gp ##c ) cumulative aggregate,4,11
1850,CE_HPLC_2,ce _ hp ##lc _ 2,CEX-HPLC Acidic Peaks,ce ##x - hp ##lc acidic peaks,4,11
1851,CE_HPLC_2,ce _ hp ##lc _ 2,CEX-HPLC Basic Peaks,ce ##x - hp ##lc basic peaks,4,11
1852,SE_HPLC_2,se _ hp ##lc _ 2,SEC-HPLC Aggregate HMW1,sec - hp ##lc aggregate hm ##w ##1,4,11
1853,CE_HPLC,ce _ hp ##lc,Main Peak ,main peak,4,20
1854,BIO_ICIEF,bio _ ic ##ie ##f,AEX-HPLC Main Peak,ae ##x - hp ##lc main peak,4,28
1855,CE_HPLC_2,ce _ hp ##lc _ 2,CEX-HPLC Basic isoforms,ce ##x - hp ##lc basic iso ##forms,4,11
1856,CE_HPLC_2,ce _ hp ##lc _ 2,CEX-HPLC Main Peak,ce ##x - hp ##lc main peak,4,28
1857,SE_HPLC_2,se _ hp ##lc _ 2,MM-SE Pre Peaks 1,mm - se pre peaks 1,4,11
1858,SE_HPLC_2,se _ hp ##lc _ 2,Sum of Clipped Species,sum of clipped species,4,30
1859,RP_HPLC,r ##p _ hp ##lc,Post-Peaks,post - peaks,4,11
1860,CE_HPLC,ce _ hp ##lc,CEX HPLC Early Pre-peaks,ce ##x hp ##lc early pre - peaks,4,11
1861,BIO_SE-HPLC,bio _ se - hp ##lc,SE-UPLC Total main peak,se - up ##lc total main peak,4,28
1862,CE_HPLC,ce _ hp ##lc,Peak 2,peak 2,4,30
1863,CE_HPLC,ce _ hp ##lc,Peak 5,peak 5,4,30
1864,CE_HPLC,ce _ hp ##lc,Peak 1,peak 1,4,30
1865,SE_HPLC,se _ hp ##lc,SE HPLC (Pre-Main Peaks),se hp ##lc ( pre - main peaks ),4,11
1866,SE_HPLC,se _ hp ##lc,LMW Retention Time (Result),l ##m ##w retention time ( result ),4,11
1867,SE_HPLC,se _ hp ##lc,SE-UPLC LMW Species,se - up ##lc l ##m ##w species,4,0
1868,CE_HPLC,ce _ hp ##lc,CEX Main Peaks,ce ##x main peaks,4,30
1869,SE_HPLC,se _ hp ##lc,SEC-HPLC Main Peak,sec - hp ##lc main peak,4,28
1870,CE_HPLC,ce _ hp ##lc,Basic Group,basic group,4,11
1871,SE_HPLC,se _ hp ##lc,SEC-HPLC  Cumulative Aggregate,sec - hp ##lc cumulative aggregate,4,11
1872,SE_HPLC,se _ hp ##lc,SE-UPLC HMW Species,se - up ##lc hm ##w species,4,0
1873,CE_HPLC,ce _ hp ##lc,CEX HPLC Basic Group,ce ##x hp ##lc basic group,4,11
1874,CE_HPLC,ce _ hp ##lc,CEX HPLC Acidic Group,ce ##x hp ##lc acidic group,4,11
1875,HPLC,hp ##lc,Average J-Content,average j - content,4,11
1876,HPLC,hp ##lc,J-Content (UPLC),j - content ( up ##lc ),4,11
1877,SE_HPLC,se _ hp ##lc,SE HPLC Main Peak,se hp ##lc main peak,4,20
1878,SE_HPLC,se _ hp ##lc,SE HPLC HMW,se hp ##lc hm ##w,4,11
1879,SE_HPLC,se _ hp ##lc,SE-HPLC Pre-Main Peaks,se - hp ##lc pre - main peaks,4,11
1880,CE_HPLC,ce _ hp ##lc,% Peak 1,% peak 1,4,11
1881,CE_HPLC,ce _ hp ##lc,% Peak 3,% peak 3,4,11
1882,CE_HPLC,ce _ hp ##lc,% Peak 4,% peak 4,4,11
1883,CE_HPLC,ce _ hp ##lc,CEX HPLC Early Pre-Peaks,ce ##x hp ##lc early pre - peaks,4,11
1884,HPLC,hp ##lc,AEX Total Basic Peaks,ae ##x total basic peaks,4,11
1885,SE_HPLC,se _ hp ##lc,SE-HPLC Main Peak,se - hp ##lc main peak,4,28
1886,SE_HPLC,se _ hp ##lc,MM-SE Pre Peaks 1,mm - se pre peaks 1,4,11
1887,SE_HPLC,se _ hp ##lc,SE Mixed Mode,se mixed mode,4,11
1888,SE_HPLC,se _ hp ##lc,SEC LMW (HPLC),sec l ##m ##w ( hp ##lc ),4,11
1889,SE_HPLC,se _ hp ##lc,SEC HMW (HPLC),sec hm ##w ( hp ##lc ),4,11
1890,SE_HPLC_2,se _ hp ##lc _ 2,Total HMW,total hm ##w,4,30
1891,SE_HPLC_2,se _ hp ##lc _ 2,Total LMW,total l ##m ##w,4,30
1892,CE_HPLC_2,ce _ hp ##lc _ 2,CEX Basic Group ,ce ##x basic group,4,11
1893,CE_SDS,ce _ sd ##s,Lonza Sample ID Number,lo ##nza sample id number,4,6
1894,PARTICULATE_MATTER,part ##iculate _ matter,Lonza Sample ID,lo ##nza sample id,4,12
1895,CE_HPLC,ce _ hp ##lc,% Peak 2,% peak 2,4,11
1896,SE_HPLC,se _ hp ##lc,SE-HPLC Aggregates,se - hp ##lc aggregate ##s,4,11
