analysis,Attribute_name,class_probabilities,labels,max_prob,label
A_TOR_OPDIVO,TOR CON PACK 8-25 NO LIGHT HR,"[0.5146162509918213, 0.22183234989643097, 0.0907226949930191, 0.06597984582185745, 0.04108354076743126, 0.018600519746541977]","[1, 2, 4, 3, 10, 7]",0.5146162509918213,1
C_250548,IL2 INHIBITION ASSAY,[0.96294766664505],[5],0.96294766664505,5
C_95007421,HIGH MOLECULAR WEIGHT SPECIES READING 2,[0.9873837828636169],[3],0.9873837828636169,3
C_250593,PEAK M1,"[0.9231685996055603, 0.0400187149643898]","[2, 1]",0.9231685996055603,2
C_250593,PEAK M4,[0.9512778520584106],[2],0.9512778520584106,2
C_250343,METHIONINE OXIDATION,"[0.8353952169418335, 0.12898099422454834]","[0, 8]",0.8353952169418335,0
C_95007424,PROT CONTENT UV 280 NM_READING 2,[0.9914993643760681],[9],0.9914993643760681,9
C_250624,TOTAL PARTICLES,[0.9809793829917908],[4],0.9809793829917908,4
C_M00000093,PURITY OF MAJOR PEAK,[0.9981158971786499],[0],0.9981158971786499,0
C_250601,TOTAL PARTICLES 10 MICRON,[0.9894587993621826],[4],0.9894587993621826,4
A_M00000094,CE-SDS REDUCED,[0.9994290471076965],[0],0.9994290471076965,0
C_5296A,ENDOTOXIN 50,"[0.49103039503097534, 0.16394774615764618, 0.14646895229816437, 0.06963430345058441, 0.032896608114242554, 0.020455921068787575, 0.014449231326580048, 0.011678195558488369]","[5, 7, 9, 6, 10, 1, 2, 8]",0.49103039503097534,5
A_TOR_FIN,TOR HIGH RES PRODOTTO FINITO,"[0.5646747946739197, 0.21570013463497162, 0.12828271090984344, 0.03016495332121849, 0.012561465613543987]","[3, 2, 1, 4, 7]",0.5646747946739197,3
C_5455A,OSMOLALITY READING 1,"[0.29350534081459045, 0.2658035159111023, 0.16000908613204956, 0.0788002610206604, 0.06456627696752548, 0.05039270594716072, 0.024913964793086052, 0.019457558169960976]","[9, 2, 4, 5, 10, 7, 3, 6]",0.29350534081459045,9
C_250256_1,EU_MG_2DP,"[0.6415764689445496, 0.08234100788831711, 0.06890834122896194, 0.06152636185288429, 0.04464095085859299, 0.022063426673412323, 0.02134545147418976, 0.021053308621048927]","[1, 8, 3, 9, 4, 0, 5, 7]",0.6415764689445496,1
A_TOR_ORENCIA_SC,TOR CONSUMATO COC FOR HIGH,"[0.4826497435569763, 0.33657947182655334, 0.08609294146299362, 0.02717447280883789, 0.01445080153644085, 0.013236955739557743]","[1, 3, 2, 4, 10, 7]",0.4826497435569763,1
C_95007433,TOTAL PARTICLES PER CONTAINER 25 MICRON,[0.9891730546951294],[4],0.9891730546951294,4
A_M00000093,HHL,"[0.6291313171386719, 0.08569704741239548, 0.08323317021131516, 0.04550114646553993, 0.043093252927064896, 0.03414595499634743, 0.02008490450680256, 0.017114024609327316]","[3, 8, 1, 7, 4, 9, 2, 0]",0.6291313171386719,3
A_250598,% MONOMER,[0.9822357892990112],[3],0.9822357892990112,3
M_250683,CE-SDS NON-REDUCED,[0.9994847774505615],[0],0.9994847774505615,0
GBL_250680,WATER CONTENT,"[0.4058062732219696, 0.23882144689559937, 0.14720262587070465, 0.08440341055393219, 0.0730152428150177, 0.011263915337622166]","[0, 9, 8, 3, 4, 5]",0.4058062732219696,0
C_250593,PEAK M5,"[0.9496403336524963, 0.023215122520923615]","[2, 1]",0.9496403336524963,2
C_250593,PI GROUP 3,"[0.4455049932003021, 0.24575573205947876, 0.10172142088413239, 0.06212470680475235, 0.03859163448214531, 0.03235665708780289, 0.016324825584888458, 0.014709300361573696]","[8, 2, 4, 1, 7, 10, 9, 5]",0.4455049932003021,8
C_250601,TOTAL PARTICLES 25 MICRON,[0.9893394112586975],[4],0.9893394112586975,4
GBL_250657,MONOMER,[0.9880070686340332],[3],0.9880070686340332,3
C_95007421,LOW MOLECULAR WEIGHT SPECIES,[0.9949240684509277],[3],0.9949240684509277,3
A_TOR_FIN,TOR HIGH RES ANAGNI,"[0.77358478307724, 0.12877316772937775, 0.03484397754073143, 0.026996735483407974]","[2, 3, 4, 1]",0.77358478307724,2
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 HR,"[0.5275737047195435, 0.20612545311450958, 0.07565159350633621, 0.06470847874879837, 0.053416598588228226, 0.018323520198464394, 0.00921907089650631]","[1, 2, 4, 3, 10, 7, 9]",0.5275737047195435,1
C_250593,PI GROUP 2,"[0.4199008643627167, 0.25254130363464355, 0.10844478756189346, 0.0661972388625145, 0.04003122076392174, 0.037934426218271255, 0.01642347313463688, 0.015062150545418262]","[8, 2, 4, 1, 10, 7, 5, 9]",0.4199008643627167,8
C_95009656,OSMOLALITY READING 3,"[0.6087666153907776, 0.1030612513422966, 0.07812723517417908, 0.058988407254219055, 0.04416639357805252, 0.03555166721343994, 0.025370581075549126]","[9, 2, 4, 5, 10, 7, 3]",0.6087666153907776,9
C_95007424,PROT CONTENT UV 280NM_READING 2,[0.9913046360015869],[9],0.9913046360015869,9
250657,MONOMER 1DP,"[0.9234161972999573, 0.038188040256500244]","[3, 1]",0.9234161972999573,3
250684,REDUCED HEAVY CHAIN 1DP,[0.9923362135887146],[0],0.9923362135887146,0
250658,ACIDIC GROUP 1DP,"[0.6220083832740784, 0.10393768548965454, 0.08963409066200256, 0.037382837384939194, 0.034046072512865067, 0.02604600228369236, 0.021975096315145493, 0.021839717403054237]","[8, 2, 1, 9, 7, 5, 10, 0]",0.6220083832740784,8
250683,MAIN PEAK 1DP,"[0.9414882063865662, 0.04325630143284798]","[2, 1]",0.9414882063865662,2
C_95007441,B7 BINDING,[0.9771989583969116],[7],0.9771989583969116,7
C_95009656,OSMOLALITY READING 1,"[0.4932560920715332, 0.14133259654045105, 0.1078079417347908, 0.08143503218889236, 0.050520990043878555, 0.03663938120007515, 0.03399786353111267, 0.01812717504799366]","[9, 2, 4, 5, 10, 7, 3, 6]",0.4932560920715332,9
A_250495_NONRED,PURITY (MAJOR BAND),[0.9984647035598755],[0],0.9984647035598755,0
C_95007363,ACCEPTANCE VALUE,"[0.3788412809371948, 0.19798728823661804, 0.11091279983520508, 0.0532894991338253, 0.05037544667720795, 0.04494510591030121, 0.04131542518734932, 0.030779065564274788, 0.026979835703969002, 0.024716278538107872]","[3, 2, 6, 4, 5, 8, 1, 9, 7, 10]",0.3788412809371948,3
M_250602,PARTICLES >=10 MICRONS,[0.9892224073410034],[4],0.9892224073410034,4
M_95007196,PH,[0.9976432919502258],[8],0.9976432919502258,8
C_250682,DRUG CONTENT 400MG/VIAL,"[0.45174458622932434, 0.2186494916677475, 0.16190890967845917, 0.03780317306518555, 0.03292415663599968, 0.032054353505373, 0.012810837477445602, 0.012654226273298264]","[9, 0, 5, 4, 7, 6, 1, 8]",0.45174458622932434,9
A_TOR_ORENCIA_FIN,TOR RESIDUO ANAGNI 2DECPT,"[0.6740204691886902, 0.2363172024488449, 0.026652514934539795, 0.0255645290017128]","[2, 3, 4, 1]",0.6740204691886902,2
C_250599,PROT CONCENTRATION REP 2,[0.9907695651054382],[9],0.9907695651054382,9
A_TOR_EMPLICITI,TOR CON PACK 8-25 MIN,"[0.28048592805862427, 0.22416019439697266, 0.21253623068332672, 0.1311865597963333, 0.05760488286614418, 0.024838078767061234, 0.01682618260383606, 0.009794040583074093]","[2, 1, 4, 3, 10, 7, 9, 5]",0.28048592805862427,2
A_250603,ENDOTOXIN LAL,"[0.619287371635437, 0.11364223808050156, 0.10202088207006454, 0.06371642649173737, 0.017538635060191154, 0.015273960307240486, 0.014395463280379772, 0.010993358679115772]","[5, 6, 7, 9, 1, 2, 10, 0]",0.619287371635437,5
M_250580,PROTEIN CONCENTRATION,[0.9926819205284119],[9],0.9926819205284119,9
M_250732,CONSTITUTION TIME,"[0.9095834493637085, 0.020401448011398315, 0.015195402316749096, 0.012120360508561134]","[3, 2, 8, 10]",0.9095834493637085,3
GBL_250580,PROTEIN CONCENTRATION,[0.993229866027832],[9],0.993229866027832,9
GBL_250739,CELL-BASED BIOASSAY,[0.9769313931465149],[5],0.9769313931465149,5
A_TOR_OPDIVO,TOR CON DA TT4 8-30 HR,"[0.4929603636264801, 0.2832005023956299, 0.07251441478729248, 0.04158572107553482, 0.03749066963791847, 0.021513191983103752, 0.009479274041950703]","[1, 2, 4, 10, 3, 7, 8]",0.4929603636264801,1
C_95007424,PROT CONCENTRATION UV 280 NM_REP 2,[0.9926483035087585],[9],0.9926483035087585,9
A_TOR_ORENCIA_FIN,TOR RESIDUO PRODOTTO FINITO 2DECPT,"[0.43786942958831787, 0.39905107021331787, 0.06614944338798523, 0.03311099484562874, 0.015413722954690456]","[3, 2, 1, 4, 7]",0.43786942958831787,3
C_250593,PEAK M2,"[0.7116665244102478, 0.14986898005008698, 0.04346504434943199, 0.04301169887185097, 0.00996511522680521]","[2, 1, 4, 10, 8]",0.7116665244102478,2
A_250627,ICIEF ACIDIC PEAKS,[0.9995132684707642],[2],0.9995132684707642,2
Y_SM_250193_R,PROTEIN CONTENT UV A280 1DECPT,[0.9922327995300293],[9],0.9922327995300293,9
C_249491_1,HIGHEST ENDOTOXIN RESULT,"[0.616471529006958, 0.11930130422115326, 0.07681043446063995, 0.042799919843673706, 0.036544833332300186, 0.03129507973790169, 0.015011226758360863, 0.014433695003390312]","[5, 9, 6, 7, 1, 0, 2, 3]",0.616471529006958,5
250657,HMW 1DP,[0.9922357201576233],[3],0.9922357201576233,3
A_TOR_EMPLICITI,TOR PROD FIN IN SESSAGESIMALI,"[0.3041968047618866, 0.1905716061592102, 0.129794642329216, 0.09097239375114441, 0.08693011850118637, 0.05925525724887848, 0.05611046403646469, 0.028834166005253792, 0.01200505904853344]","[9, 3, 1, 7, 2, 4, 10, 5, 6]",0.3041968047618866,9
250602,TOTAL PARTICLE CONTAINER 25 MICRONS,[0.9888288378715515],[4],0.9888288378715515,4
C_250624,SEMIQUANT EVALUATION,"[0.5144229531288147, 0.2719986140727997, 0.0787888839840889, 0.036471351981163025, 0.025566134601831436, 0.01388111338019371, 0.012122596614062786]","[2, 1, 4, 5, 10, 6, 8]",0.5144229531288147,2
A_250727,DELIVERY TIME,"[0.6368416547775269, 0.0872206911444664, 0.07161916792392731, 0.06344279646873474, 0.027720961719751358, 0.026617661118507385, 0.02042628452181816, 0.017475614324212074]","[3, 9, 1, 2, 6, 5, 4, 7]",0.6368416547775269,3
A_250186_CU1,VIAL5,"[0.5313939452171326, 0.0864046961069107, 0.08450030535459518, 0.08059750497341156, 0.05742909014225006, 0.056393079459667206, 0.034433670341968536, 0.021942568942904472]","[4, 3, 1, 9, 10, 7, 2, 5]",0.5313939452171326,4
C_95007424,PROT CONTENT UV 280NM_READING 1,[0.9913135170936584],[9],0.9913135170936584,9
M_250657,% HMW,[0.9970309734344482],[3],0.9970309734344482,3
M_250739,CELL-BASED BIOASSAY,[0.9764043688774109],[5],0.9764043688774109,5
C_95007424,PROT CONCENTRATION UV 280 NM_REP 3,[0.9926291704177856],[9],0.9926291704177856,9
C_95007424,UNROUNDED UV CONC,"[0.3214680552482605, 0.2462742179632187, 0.19228897988796234, 0.0473928302526474, 0.0469752736389637, 0.0389077365398407, 0.03815007209777832, 0.02159717306494713]","[4, 2, 1, 3, 8, 7, 10, 9]",0.3214680552482605,4
M_250682,DRUG CONTENT 400MG/VIAL,"[0.4642731547355652, 0.19771096110343933, 0.16365946829319, 0.04336461424827576, 0.03187062218785286, 0.031626418232917786, 0.013834438286721706, 0.012921164743602276]","[9, 0, 5, 4, 7, 6, 3, 8]",0.4642731547355652,9
A_250626,CE-SDS REDUCED,[0.9994624257087708],[0],0.9994624257087708,0
C_250602,PARTICLES >=25 MICRONS,[0.9892037510871887],[4],0.9892037510871887,4
M_250680,WATER CONTENT,"[0.3149065673351288, 0.26104816794395447, 0.21161998808383942, 0.10226106643676758, 0.053850576281547546, 0.01367172785103321]","[0, 8, 9, 3, 4, 5]",0.3149065673351288,0
M_250742,POLYSORBATE 80,[0.9527747631072998],[10],0.9527747631072998,10
250193,PROTEIN CONTENT UV A280 1DECPT,[0.9911841750144958],[9],0.9911841750144958,9
C_250256_1,HIGHEST ENDOTOXIN RESULT,"[0.6638990640640259, 0.10291396826505661, 0.06633827835321426, 0.03447102755308151, 0.03390762582421303, 0.02669612132012844, 0.014529836364090443, 0.012445982545614243]","[5, 9, 6, 1, 7, 0, 2, 3]",0.6638990640640259,5
A_TOR_OPDIVO,TOR CON DA TT4 30-40 HR,"[0.4687686264514923, 0.2882292568683624, 0.09172159433364868, 0.04525452479720116, 0.03257015347480774, 0.02104930207133293, 0.010440561920404434]","[1, 2, 4, 10, 3, 7, 8]",0.4687686264514923,1
C_250599,PROT CONCENTRATION REP 3,[0.9910573959350586],[9],0.9910573959350586,9
C_250599,PROT CONCENTRATION,[0.9904926419258118],[9],0.9904926419258118,9
C_250599,PROT CONCENTRATION REP 1,[0.9906739592552185],[9],0.9906739592552185,9
C_250593,PEAK M6,[0.9656974077224731],[2],0.9656974077224731,2
A_M00000093,CE-SDS NON REDUCED,[0.9994422793388367],[0],0.9994422793388367,0
C_95007433,TOTAL  PARTICLES PER CONTAINER 10 MICRON,[0.9892162084579468],[4],0.9892162084579468,4
C_5455A,OSMOLALITY READING 3,"[0.4129105508327484, 0.1912022978067398, 0.12404682487249374, 0.07034316658973694, 0.06766759604215622, 0.05429334565997124, 0.02142053097486496, 0.016785187646746635]","[9, 2, 4, 5, 10, 7, 3, 6]",0.4129105508327484,9
C_95007421,HIGH MOLECULAR WEIGHT SPECIES READING 1,[0.9857975840568542],[3],0.9857975840568542,3
C_95007424,UNROUNDED UV CONCENTRATION,"[0.8427373766899109, 0.05282348021864891, 0.048000168055295944, 0.012225634418427944]","[9, 0, 8, 5]",0.8427373766899109,9
C_250683,CE-SDS NON-REDUCED,[0.999488115310669],[0],0.999488115310669,0
250580,PROTEIN CONCENTRATION 1DP,[0.9918256998062134],[9],0.9918256998062134,9
C_5296A,ENDOTOXIN 2,"[0.45579415559768677, 0.1721295714378357, 0.14606070518493652, 0.1270638108253479, 0.016642499715089798, 0.0165566299110651, 0.012721817009150982, 0.010121178813278675]","[5, 7, 6, 9, 2, 1, 10, 3]",0.45579415559768677,5
C_5450A,BIOBURDEN 50ML,"[0.3772713840007782, 0.25575804710388184, 0.15312670171260834, 0.08993224054574966, 0.03382987156510353, 0.01718691922724247, 0.014810985885560513, 0.014157712459564209]","[3, 4, 9, 10, 5, 2, 8, 1]",0.3772713840007782,3
C_M00000091,CHO HCP PPM,"[0.8645964860916138, 0.026805413886904716, 0.019193114712834358, 0.019042422994971275, 0.015788061544299126, 0.015654541552066803]","[1, 4, 9, 8, 7, 5]",0.8645964860916138,1
C_M00000091,CHO HCP UFDFG01,"[0.7560148239135742, 0.05406532436609268, 0.03810526058077812, 0.035312991589307785, 0.031788140535354614, 0.02653447724878788, 0.01621921919286251]","[1, 3, 7, 2, 4, 8, 10]",0.7560148239135742,1
C_250600,POLYSORBATE 80,[0.9528452157974243],[10],0.9528452157974243,10
C_10456,ENDOTOXIN FILLA01,"[0.48410600423812866, 0.16700290143489838, 0.1247716173529625, 0.08655649423599243, 0.030018102377653122, 0.01853538490831852, 0.017136314883828163, 0.016296226531267166, 0.015591021627187729]","[5, 7, 6, 9, 1, 0, 2, 3, 10]",0.48410600423812866,5
C_250598,HMW HICA01,[0.9966306090354919],[3],0.9966306090354919,3
C_250674,N-LINKED PROFILE: G0F,"[0.7509413957595825, 0.06133188679814339, 0.05956719443202019, 0.040038470178842545, 0.019877392798662186, 0.016215872019529343, 0.010038882493972778]","[7, 9, 5, 6, 8, 1, 0]",0.7509413957595825,7
C_M00000093,HHL,"[0.6376237273216248, 0.09478211402893066, 0.07657411694526672, 0.04319147393107414, 0.03707459196448326, 0.0353773795068264, 0.019488539546728134, 0.016671527177095413]","[3, 1, 8, 7, 4, 9, 0, 2]",0.6376237273216248,3
C_95007424,PROT CONTENT UV 280NM_READING 3,[0.9912999272346497],[9],0.9912999272346497,9
C_250627,MAIN PEAK 1DP,"[0.9384392499923706, 0.04593372344970703]","[2, 1]",0.9384392499923706,2
A_TOR_OPDIVO,DEV 8-25 MIN HALB,"[0.3263719379901886, 0.2407710701227188, 0.19899801909923553, 0.1242828518152237, 0.030488021671772003, 0.023043587803840637, 0.018754513934254646]","[1, 2, 4, 3, 10, 7, 9]",0.3263719379901886,1
250685,RELATIVE POTENCY 0DP,"[0.41014569997787476, 0.21648740768432617, 0.16087225079536438, 0.08949334174394608, 0.032211776822805405, 0.03133353218436241, 0.015072837471961975]","[7, 5, 0, 1, 9, 8, 6]",0.41014569997787476,7
250683,LIGHT CHAIN 1DP,"[0.7378746867179871, 0.07129573822021484, 0.04585149884223938, 0.03577100485563278, 0.027170466259121895, 0.015940114855766296, 0.015900548547506332, 0.013375201262533665]","[1, 7, 10, 9, 8, 2, 3, 4]",0.7378746867179871,1
C_250598,LMW CEXE01,"[0.7943993210792542, 0.1908174455165863]","[2, 3]",0.7943993210792542,2
C_10456,ENDOTOXIN FILLA02,"[0.4982201159000397, 0.1612488329410553, 0.11384700983762741, 0.08629196882247925, 0.030639460310339928, 0.019760873168706894, 0.01854780688881874, 0.0164167582988739, 0.014364325441420078]","[5, 7, 9, 6, 1, 3, 10, 0, 2]",0.4982201159000397,5
A_TOR_EMPLICITI,TOR CON COC MANATI 8-25 TOT,"[0.4399242401123047, 0.13463088870048523, 0.10183479636907578, 0.09872064739465714, 0.07022594660520554, 0.051953691989183426, 0.021940546110272408, 0.014546874910593033, 0.011417699977755547, 0.007701977156102657]","[1, 4, 2, 3, 10, 7, 9, 5, 8, 0]",0.4399242401123047,1
C_250598,HMW,[0.9973022937774658],[3],0.9973022937774658,3
A_TOR_FIN,TOR LOW RES ANAGNI,"[0.5545292496681213, 0.2861408591270447, 0.061496246606111526, 0.04624846577644348, 0.010315953753888607]","[2, 3, 4, 1, 7]",0.5545292496681213,2
C_95010544,VOL IN CONTAINER 2,"[0.4434954524040222, 0.22142179310321808, 0.07544005662202835, 0.06922915577888489, 0.0540422648191452, 0.02436153218150139, 0.024038847535848618, 0.022564973682165146, 0.020245542749762535]","[4, 2, 10, 3, 9, 7, 8, 5, 0]",0.4434954524040222,4
Y_SM_250473_R,NEW GROUP 1 (pI 4.30-4.49),"[0.32244980335235596, 0.31753265857696533, 0.10363755375146866, 0.06436808407306671, 0.05980348214507103, 0.049432724714279175, 0.022392161190509796, 0.014675245620310307]","[4, 1, 2, 7, 10, 8, 3, 9]",0.32244980335235596,4
C_250599,PROT CONCENTRATION REP 1 GL,[0.9909130334854126],[9],0.9909130334854126,9
C_M00000091,CHO HCP HICA01,"[0.35299044847488403, 0.14178092777729034, 0.13636095821857452, 0.0863359272480011, 0.0847155824303627, 0.04482030123472214, 0.043726854026317596, 0.030131280422210693, 0.02949477545917034]","[1, 5, 7, 4, 9, 2, 8, 3, 10]",0.35299044847488403,1
C_10456,ENDO,"[0.23437415063381195, 0.14223535358905792, 0.12431087344884872, 0.12318050861358643, 0.08461909741163254, 0.08267243951559067, 0.07165084034204483, 0.04817657917737961, 0.02350255474448204, 0.02027296833693981]","[5, 10, 7, 1, 9, 2, 4, 3, 6, 8]",0.23437415063381195,5
250602,TOTAL PARTICLE CONTAINER 10 MICRONS,[0.988929808139801],[4],0.988929808139801,4
C_250593,PEAK M3,"[0.8284978866577148, 0.07422998547554016, 0.03027309849858284, 0.027112573385238647]","[2, 1, 4, 10]",0.8284978866577148,2
C_95010544,REPORTABLE VOL IN CONTAINER,"[0.41946983337402344, 0.34923937916755676, 0.08052582293748856, 0.03212772309780121, 0.02979840524494648, 0.023632921278476715, 0.018004661425948143]","[4, 2, 3, 9, 5, 1, 0]",0.41946983337402344,4
95007424_PROT_CONT,SC PROTEIN CONCENTRATION SMPLE READING 3,[0.9929656982421875],[9],0.9929656982421875,9
C_5455A,OSMOLALITY READING 2,"[0.32188016176223755, 0.24116554856300354, 0.13390246033668518, 0.08740183711051941, 0.07372843474149704, 0.054431360214948654, 0.023048995062708855, 0.019951000809669495]","[9, 2, 4, 5, 10, 7, 3, 6]",0.32188016176223755,9
C_250593,PI GROUP 1,"[0.41860103607177734, 0.27028486132621765, 0.1038808822631836, 0.06105240806937218, 0.03730029612779617, 0.03530052304267883, 0.016624705865979195, 0.01490555889904499]","[8, 2, 4, 1, 10, 7, 5, 9]",0.41860103607177734,8
A_250593,GROUP 2,"[0.5387150049209595, 0.11554865539073944, 0.10413828492164612, 0.053389426320791245, 0.05018987879157066, 0.03317998722195625, 0.031721439212560654, 0.022422410547733307, 0.013496855273842812]","[3, 10, 2, 9, 1, 4, 7, 8, 5]",0.5387150049209595,3
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 TOT,"[0.4549299478530884, 0.1233033537864685, 0.11151907593011856, 0.08866545557975769, 0.0882047787308693, 0.03820987045764923, 0.01968197524547577, 0.01509032305330038, 0.011129663325846195]","[1, 4, 2, 3, 10, 7, 9, 5, 8]",0.4549299478530884,1
A_TOR_OPDIVO,DEV 8-25 HR HALB,"[0.7258128523826599, 0.09542834758758545, 0.08021821081638336, 0.04308735951781273, 0.013843842782080173]","[1, 2, 3, 4, 10]",0.7258128523826599,1
C_95007424,PROT CONCENTRATION UV 280 NM,[0.9918391108512878],[9],0.9918391108512878,9
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 NO LIGHT HR,"[0.5104890465736389, 0.18939422070980072, 0.10716477781534195, 0.056638166308403015, 0.04702550545334816, 0.02877791039645672, 0.012746085412800312]","[1, 2, 4, 10, 3, 7, 8]",0.5104890465736389,1
P_M20635,HHL,"[0.3719078600406647, 0.29045411944389343, 0.1834070235490799, 0.028934912756085396, 0.02838149107992649, 0.02477051131427288, 0.022700760513544083]","[3, 1, 8, 0, 9, 4, 7]",0.3719078600406647,3
C_250627,BASIC PEAK,[0.996005117893219],[2],0.996005117893219,2
GBL_250658,ACIDIC GROUP,"[0.6634584069252014, 0.10602989047765732, 0.09660124033689499, 0.030053624883294106, 0.028565969318151474, 0.01810263842344284, 0.015908604487776756]","[2, 8, 4, 9, 1, 10, 5]",0.6634584069252014,2
A_TOR_OPDIVO,TOR RES ANAGNI 30-40,"[0.7014597058296204, 0.09702576696872711, 0.08088617771863937, 0.04251762479543686, 0.03590475767850876]","[2, 4, 1, 3, 10]",0.7014597058296204,2
A_TOR_OPDIVO,DEV 8-30 TOT HALB,"[0.5157039165496826, 0.1394994705915451, 0.1219748705625534, 0.06616788357496262, 0.03866706043481827, 0.036826614290475845, 0.031089521944522858, 0.009674406610429287]","[1, 4, 3, 2, 7, 10, 9, 5]",0.5157039165496826,1
A_TOR_OPDIVO,TOR CON DA TT4 30-40 MIN,"[0.44229575991630554, 0.18843130767345428, 0.17874926328659058, 0.05990594998002052, 0.04246413707733154, 0.023394515737891197, 0.0090219397097826, 0.008907263167202473]","[2, 1, 4, 10, 3, 7, 8, 9]",0.44229575991630554,2
GBL_250602,PARTICLES >=10 MICRONS,[0.9894266128540039],[4],0.9894266128540039,4
GBL_95007196,PH,[0.9976491332054138],[8],0.9976491332054138,8
250657,LMW 1DP,[0.9931706190109253],[3],0.9931706190109253,3
A_TOR_OPDIVO,DEV 8-25 TOT HALB,"[0.4596380591392517, 0.18003082275390625, 0.12420927733182907, 0.05681024119257927, 0.04833795502781868, 0.03936433419585228, 0.03696442395448685, 0.010831114836037159]","[1, 4, 3, 2, 7, 9, 10, 5]",0.4596380591392517,1
