Unnamed: 0,Analysis,Attribute,Standard names,Unnamed: 4
39,ce_Sodium Dodecyl Sulfate,"ce-sds (non-reduced),unknown impurity, rrt 2.06",ce-sds (non-reduced) purity,nan
39,ce_sds,"ce-Sodium Dodecyl Sulfate (non-reduced),unknown impurity, rrt 2.06",ce-sds (non-reduced) purity,nan
40,bio_Capillary Electrophoresis-sds_nr,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
40,bio_ce-sds_nr,Capillary Electrophoresis-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
40,bio_ce-Sodium Dodecyl Sulfate_nr,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
40,bio_ce-sds_nr,ce-Sodium Dodecyl Sulfate (non-reduced) purity,ce-sds (non-reduced) purity,nan
41,Capillary Electrophoresis_sds_3,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
41,ce_sds_3,Capillary Electrophoresis-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
41,ce_Sodium Dodecyl Sulfate_3,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
41,ce_sds_3,ce-Sodium Dodecyl Sulfate (non-reduced) purity,ce-sds (non-reduced) purity,nan
42,Capillary Electrophoresis_sds,"ce-sds (non-reduced),unknown impurity, rrt 2.01",ce-sds (non-reduced) purity,nan
42,ce_sds,"Capillary Electrophoresis-sds (non-reduced),unknown impurity, rrt 2.01",ce-sds (non-reduced) purity,nan
42,ce_Sodium Dodecyl Sulfate,"ce-sds (non-reduced),unknown impurity, rrt 2.01",ce-sds (non-reduced) purity,nan
42,ce_sds,"ce-Sodium Dodecyl Sulfate (non-reduced),unknown impurity, rrt 2.01",ce-sds (non-reduced) purity,nan
43,Capillary Electrophoresis_sds_2,ce-sds (non-reduced)sum of undefined peaks  purity,ce-sds (non-reduced) purity,nan
43,ce_sds_2,Capillary Electrophoresis-sds (non-reduced)sum of undefined peaks  purity,ce-sds (non-reduced) purity,nan
43,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced)sum of undefined peaks  purity,ce-sds (non-reduced) purity,nan
43,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced)sum of undefined peaks  purity,ce-sds (non-reduced) purity,nan
44,Capillary Electrophoresis_sds_2,ce-sds (non-reduced): purity,ce-sds (non-reduced) purity,nan
44,ce_sds_2,Capillary Electrophoresis-sds (non-reduced): purity,ce-sds (non-reduced) purity,nan
44,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced): purity,ce-sds (non-reduced) purity,nan
44,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced): purity,ce-sds (non-reduced) purity,nan
45,Capillary Electrophoresis_sds_2,ce-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
45,ce_sds_2,Capillary Electrophoresis-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
45,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
45,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced) % purity,ce-sds (non-reduced) purity,nan
46,Capillary Electrophoresis_sds,ce-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
46,ce_sds,Capillary Electrophoresis-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
46,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
46,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) % purity,ce-sds (non-reduced) purity,nan
47,Capillary Electrophoresis_sds,ce-sds (non-reduced) -(% purity),ce-sds (non-reduced) purity,nan
47,ce_sds,Capillary Electrophoresis-sds (non-reduced) -(% purity),ce-sds (non-reduced) purity,nan
47,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) -(% purity),ce-sds (non-reduced) purity,nan
47,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) -(% purity),ce-sds (non-reduced) purity,nan
48,Capillary Electrophoresis_sds,ce-sds (non-reduced) a(y) (for each unknown impurityrrt2.02),ce-sds (non-reduced) purity,nan
48,ce_sds,Capillary Electrophoresis-sds (non-reduced) a(y) (for each unknown impurityrrt2.02),ce-sds (non-reduced) purity,nan
48,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) a(y) (for each unknown impurityrrt2.02),ce-sds (non-reduced) purity,nan
48,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) a(y) (for each unknown impurityrrt2.02),ce-sds (non-reduced) purity,nan
49,Capillary Electrophoresis_sds,ce-sds (non-reduced) a(y) (for each unknown impurityrrt1.99),ce-sds (non-reduced) purity,nan
49,ce_sds,Capillary Electrophoresis-sds (non-reduced) a(y) (for each unknown impurityrrt1.99),ce-sds (non-reduced) purity,nan
49,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) a(y) (for each unknown impurityrrt1.99),ce-sds (non-reduced) purity,nan
49,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) a(y) (for each unknown impurityrrt1.99),ce-sds (non-reduced) purity,nan
50,capillary_electrophoresis,cge-Sodium Dodecyl Sulfate non-reduced purity,ce-sds (non-reduced) purity,nan
51,Capillary Electrophoresis_sds,ce-sds (non-reduced) purity of heavy and light chain peaks,ce-sds (non-reduced) purity,nan
51,ce_sds,Capillary Electrophoresis-sds (non-reduced) purity of heavy and light chain peaks,ce-sds (non-reduced) purity,nan
51,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) purity of heavy and light chain peaks,ce-sds (non-reduced) purity,nan
51,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) purity of heavy and light chain peaks,ce-sds (non-reduced) purity,nan
52,Capillary Electrophoresis_sds_2,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
52,ce_sds_2,Capillary Electrophoresis-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
52,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
52,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced) purity,ce-sds (non-reduced) purity,nan
53,Capillary Electrophoresis_sds,"ce-sds (non-reduced),unknown impurity, rrt 2.02",ce-sds (non-reduced) purity,nan
53,ce_sds,"Capillary Electrophoresis-sds (non-reduced),unknown impurity, rrt 2.02",ce-sds (non-reduced) purity,nan
53,ce_Sodium Dodecyl Sulfate,"ce-sds (non-reduced),unknown impurity, rrt 2.02",ce-sds (non-reduced) purity,nan
53,ce_sds,"ce-Sodium Dodecyl Sulfate (non-reduced),unknown impurity, rrt 2.02",ce-sds (non-reduced) purity,nan
54,Capillary Electrophoresis_sds,"ce-sds (non-reduced),unknown impurity, rrt 1.76",ce-sds (non-reduced) purity,nan
54,ce_sds,"Capillary Electrophoresis-sds (non-reduced),unknown impurity, rrt 1.76",ce-sds (non-reduced) purity,nan
54,ce_Sodium Dodecyl Sulfate,"ce-sds (non-reduced),unknown impurity, rrt 1.76",ce-sds (non-reduced) purity,nan
54,ce_sds,"ce-Sodium Dodecyl Sulfate (non-reduced),unknown impurity, rrt 1.76",ce-sds (non-reduced) purity,nan
55,Capillary Electrophoresis_sds_2,ce-sds (non-reduced) %purity,ce-sds (non-reduced) purity,nan
55,ce_sds_2,Capillary Electrophoresis-sds (non-reduced) %purity,ce-sds (non-reduced) purity,nan
55,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced) %purity,ce-sds (non-reduced) purity,nan
55,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced) %purity,ce-sds (non-reduced) purity,nan
56,Capillary Electrophoresis_sds,ce-sds (non-reduced) a(y) (for each unknown impurity 7),ce-sds (non-reduced) purity,nan
56,ce_sds,Capillary Electrophoresis-sds (non-reduced) a(y) (for each unknown impurity 7),ce-sds (non-reduced) purity,nan
56,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) a(y) (for each unknown impurity 7),ce-sds (non-reduced) purity,nan
56,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) a(y) (for each unknown impurity 7),ce-sds (non-reduced) purity,nan
57,Capillary Electrophoresis_sds,ce-sds (non-reduced) a(y) (for each unknown impurity 6),ce-sds (non-reduced) purity,nan
57,ce_sds,Capillary Electrophoresis-sds (non-reduced) a(y) (for each unknown impurity 6),ce-sds (non-reduced) purity,nan
57,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) a(y) (for each unknown impurity 6),ce-sds (non-reduced) purity,nan
57,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) a(y) (for each unknown impurity 6),ce-sds (non-reduced) purity,nan
58,Capillary Electrophoresis_sds,ce-sds (non-reduced) a(y) (for each unknown impurity),ce-sds (non-reduced) purity,nan
58,ce_sds,Capillary Electrophoresis-sds (non-reduced) a(y) (for each unknown impurity),ce-sds (non-reduced) purity,nan
58,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) a(y) (for each unknown impurity),ce-sds (non-reduced) purity,nan
58,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) a(y) (for each unknown impurity),ce-sds (non-reduced) purity,nan
59,Capillary Electrophoresis_sds,ce sds (non-reduced) monomer,ce-sds (non-reduced) purity,nan
59,ce_sds,Capillary Electrophoresis sds (non-reduced) monomer,ce-sds (non-reduced) purity,nan
59,ce_Sodium Dodecyl Sulfate,ce sds (non-reduced) monomer,ce-sds (non-reduced) purity,nan
59,ce_sds,ce Sodium Dodecyl Sulfate (non-reduced) monomer,ce-sds (non-reduced) purity,nan
60,Capillary Electrophoresis_sds,ce-sds (nr) - corrected area% of igg purity,ce-sds (non-reduced) purity,nan
60,ce_sds,Capillary Electrophoresis-sds (nr) - corrected area% of igg purity,ce-sds (non-reduced) purity,nan
60,ce_Sodium Dodecyl Sulfate,ce-sds (nr) - corrected area% of igg purity,ce-sds (non-reduced) purity,nan
60,ce_sds,ce-Sodium Dodecyl Sulfate (nr) - corrected area% of igg purity,ce-sds (non-reduced) purity,nan
61,Capillary Electrophoresis_sds_2,ce-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
61,ce_sds_2,Capillary Electrophoresis-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
61,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced) % purity,ce-sds (non-reduced) purity,nan
61,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced) % purity,ce-sds (non-reduced) purity,nan
62,Capillary Electrophoresis_sds_2,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
62,ce_sds_2,Capillary Electrophoresis-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
62,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
62,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced) purity,ce-sds (non-reduced) purity,nan
63,Capillary Electrophoresis_sds,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
63,ce_sds,Capillary Electrophoresis-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
63,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
63,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) purity,ce-sds (non-reduced) purity,nan
64,Capillary Electrophoresis_sds,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
64,ce_sds,Capillary Electrophoresis-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
64,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced) purity,ce-sds (non-reduced) purity,nan
64,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced) purity,ce-sds (non-reduced) purity,nan
65,Capillary Electrophoresis_sds,ce-sds (non-reduced)  purity of major peak,ce-sds (non-reduced) purity,nan
65,ce_sds,Capillary Electrophoresis-sds (non-reduced)  purity of major peak,ce-sds (non-reduced) purity,nan
65,ce_Sodium Dodecyl Sulfate,ce-sds (non-reduced)  purity of major peak,ce-sds (non-reduced) purity,nan
65,ce_sds,ce-Sodium Dodecyl Sulfate (non-reduced)  purity of major peak,ce-sds (non-reduced) purity,nan
66,Capillary Electrophoresis_sds_2,ce-sds (non-reduced) sum of undefined peaks purity,ce-sds (non-reduced) purity,nan
66,ce_sds_2,Capillary Electrophoresis-sds (non-reduced) sum of undefined peaks purity,ce-sds (non-reduced) purity,nan
66,ce_Sodium Dodecyl Sulfate_2,ce-sds (non-reduced) sum of undefined peaks purity,ce-sds (non-reduced) purity,nan
66,ce_sds_2,ce-Sodium Dodecyl Sulfate (non-reduced) sum of undefined peaks purity,ce-sds (non-reduced) purity,nan
67,Capillary Electrophoresis_sds_2,ce-sds (reduced)% purity,ce-sds (reduced) purity,nan
67,ce_sds_2,Capillary Electrophoresis-sds (reduced)% purity,ce-sds (reduced) purity,nan
67,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced)% purity,ce-sds (reduced) purity,nan
67,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced)% purity,ce-sds (reduced) purity,nan
68,Capillary Electrophoresis_sds,ce-sds (reduced) -(%purity),ce-sds (reduced) purity,nan
68,ce_sds,Capillary Electrophoresis-sds (reduced) -(%purity),ce-sds (reduced) purity,nan
68,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) -(%purity),ce-sds (reduced) purity,nan
68,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) -(%purity),ce-sds (reduced) purity,nan
69,Capillary Electrophoresis_sds,ce-sds (reduced): purity,ce-sds (reduced) purity,nan
69,ce_sds,Capillary Electrophoresis-sds (reduced): purity,ce-sds (reduced) purity,nan
69,ce_Sodium Dodecyl Sulfate,ce-sds (reduced): purity,ce-sds (reduced) purity,nan
69,ce_sds,ce-Sodium Dodecyl Sulfate (reduced): purity,ce-sds (reduced) purity,nan
70,Capillary Electrophoresis_sds_2,ce-sds (reduced) purity of heavy and light chain peaks,ce-sds (reduced) purity,nan
70,ce_sds_2,Capillary Electrophoresis-sds (reduced) purity of heavy and light chain peaks,ce-sds (reduced) purity,nan
70,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) purity of heavy and light chain peaks,ce-sds (reduced) purity,nan
70,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) purity of heavy and light chain peaks,ce-sds (reduced) purity,nan
71,Capillary Electrophoresis_sds,ce-sds (reduced) %  purity,ce-sds (reduced) purity,nan
71,ce_sds,Capillary Electrophoresis-sds (reduced) %  purity,ce-sds (reduced) purity,nan
71,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) %  purity,ce-sds (reduced) purity,nan
71,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) %  purity,ce-sds (reduced) purity,nan
72,capillary_electrophoresis_2,cge-Sodium Dodecyl Sulfate reduced purity,ce-sds (reduced) purity,nan
73,Capillary Electrophoresis_sds,"ce-sds (reduced),unknown impurity, rrt 0.06",ce-sds (reduced) purity,nan
73,ce_sds,"Capillary Electrophoresis-sds (reduced),unknown impurity, rrt 0.06",ce-sds (reduced) purity,nan
73,ce_Sodium Dodecyl Sulfate,"ce-sds (reduced),unknown impurity, rrt 0.06",ce-sds (reduced) purity,nan
73,ce_sds,"ce-Sodium Dodecyl Sulfate (reduced),unknown impurity, rrt 0.06",ce-sds (reduced) purity,nan
74,Capillary Electrophoresis_sds,"ce-sds (reduced),unknown impurity, rrt 1.16",ce-sds (reduced) purity,nan
74,ce_sds,"Capillary Electrophoresis-sds (reduced),unknown impurity, rrt 1.16",ce-sds (reduced) purity,nan
74,ce_Sodium Dodecyl Sulfate,"ce-sds (reduced),unknown impurity, rrt 1.16",ce-sds (reduced) purity,nan
74,ce_sds,"ce-Sodium Dodecyl Sulfate (reduced),unknown impurity, rrt 1.16",ce-sds (reduced) purity,nan
75,Capillary Electrophoresis_sds_2,ce-sds (reduced) purity (hc + lc),ce-sds (reduced) purity,nan
75,ce_sds_2,Capillary Electrophoresis-sds (reduced) purity (hc + lc),ce-sds (reduced) purity,nan
75,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) purity (hc + lc),ce-sds (reduced) purity,nan
75,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) purity (hc + lc),ce-sds (reduced) purity,nan
76,Capillary Electrophoresis_sds_2,ce-sds (reduced) purity,ce-sds (reduced) purity,nan
76,ce_sds_2,Capillary Electrophoresis-sds (reduced) purity,ce-sds (reduced) purity,nan
76,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) purity,ce-sds (reduced) purity,nan
76,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) purity,ce-sds (reduced) purity,nan
77,Capillary Electrophoresis_sds_2,ce-sds (reduced) %purity,ce-sds (reduced) purity,nan
77,ce_sds_2,Capillary Electrophoresis-sds (reduced) %purity,ce-sds (reduced) purity,nan
77,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) %purity,ce-sds (reduced) purity,nan
77,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) %purity,ce-sds (reduced) purity,nan
78,Capillary Electrophoresis_sds_2,ce-sds (reduced) % purity,ce-sds (reduced) purity,nan
78,ce_sds_2,Capillary Electrophoresis-sds (reduced) % purity,ce-sds (reduced) purity,nan
78,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) % purity,ce-sds (reduced) purity,nan
78,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) % purity,ce-sds (reduced) purity,nan
79,Capillary Electrophoresis_sds,ce-sds (reduced) % purity,ce-sds (reduced) purity,nan
79,ce_sds,Capillary Electrophoresis-sds (reduced) % purity,ce-sds (reduced) purity,nan
79,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) % purity,ce-sds (reduced) purity,nan
79,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) % purity,ce-sds (reduced) purity,nan
80,Capillary Electrophoresis_sds,ce-sds (reduced) % nghc purity,ce-sds (reduced) purity,nan
80,ce_sds,Capillary Electrophoresis-sds (reduced) % nghc purity,ce-sds (reduced) purity,nan
80,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) % nghc purity,ce-sds (reduced) purity,nan
80,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) % nghc purity,ce-sds (reduced) purity,nan
81,Capillary Electrophoresis_sds_2,ce-sds (reduced) purity (lc+hc+nghc),ce-sds (reduced) purity,nan
81,ce_sds_2,Capillary Electrophoresis-sds (reduced) purity (lc+hc+nghc),ce-sds (reduced) purity,nan
81,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) purity (lc+hc+nghc),ce-sds (reduced) purity,nan
81,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) purity (lc+hc+nghc),ce-sds (reduced) purity,nan
82,Capillary Electrophoresis_sds_2,cge (reduced) total purity,ce-sds (reduced) purity,nan
82,ce_Sodium Dodecyl Sulfate_2,cge (reduced) total purity,ce-sds (reduced) purity,nan
83,Capillary Electrophoresis_sds,ce-sds (reduced) purity (non-glycosylated heavy chain),ce-sds (reduced) purity,nan
83,ce_sds,Capillary Electrophoresis-sds (reduced) purity (non-glycosylated heavy chain),ce-sds (reduced) purity,nan
83,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) purity (non-glycosylated heavy chain),ce-sds (reduced) purity,nan
83,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) purity (non-glycosylated heavy chain),ce-sds (reduced) purity,nan
84,Capillary Electrophoresis_sds,ce-sds (reduced) purity (light chain),ce-sds (reduced) purity,nan
84,ce_sds,Capillary Electrophoresis-sds (reduced) purity (light chain),ce-sds (reduced) purity,nan
84,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) purity (light chain),ce-sds (reduced) purity,nan
84,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) purity (light chain),ce-sds (reduced) purity,nan
85,Capillary Electrophoresis_sds,ce-sds (reduced) purity (hc+lc+ng-hc),ce-sds (reduced) purity,nan
85,ce_sds,Capillary Electrophoresis-sds (reduced) purity (hc+lc+ng-hc),ce-sds (reduced) purity,nan
85,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) purity (hc+lc+ng-hc),ce-sds (reduced) purity,nan
85,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) purity (hc+lc+ng-hc),ce-sds (reduced) purity,nan
86,Capillary Electrophoresis_sds,ce-sds (reduced) purity (heavy chain),ce-sds (reduced) purity,nan
86,ce_sds,Capillary Electrophoresis-sds (reduced) purity (heavy chain),ce-sds (reduced) purity,nan
86,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) purity (heavy chain),ce-sds (reduced) purity,nan
86,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) purity (heavy chain),ce-sds (reduced) purity,nan
87,bio_Capillary Electrophoresis-sds_r,ce-sds (r) purity [ce-sds (reduced) purity],ce-sds (reduced) purity,nan
87,bio_ce-sds_r,Capillary Electrophoresis-sds (r) purity [ce-sds (reduced) purity],ce-sds (reduced) purity,nan
87,bio_ce-Sodium Dodecyl Sulfate_r,ce-sds (r) purity [ce-sds (reduced) purity],ce-sds (reduced) purity,nan
87,bio_ce-sds_r,ce-Sodium Dodecyl Sulfate (r) purity [ce-Sodium Dodecyl Sulfate (reduced) purity],ce-sds (reduced) purity,nan
88,Capillary Electrophoresis_sds_2,ce-sds (reduced) purity (hc+lc),ce-sds (reduced) purity,nan
88,ce_sds_2,Capillary Electrophoresis-sds (reduced) purity (hc+lc),ce-sds (reduced) purity,nan
88,ce_Sodium Dodecyl Sulfate_2,ce-sds (reduced) purity (hc+lc),ce-sds (reduced) purity,nan
88,ce_sds_2,ce-Sodium Dodecyl Sulfate (reduced) purity (hc+lc),ce-sds (reduced) purity,nan
89,Capillary Electrophoresis_sds,ce-sds (reduced) a(y) (for each unknown impurity),ce-sds (reduced) purity,nan
89,ce_sds,Capillary Electrophoresis-sds (reduced) a(y) (for each unknown impurity),ce-sds (reduced) purity,nan
89,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) a(y) (for each unknown impurity),ce-sds (reduced) purity,nan
89,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) a(y) (for each unknown impurity),ce-sds (reduced) purity,nan
90,Capillary Electrophoresis_sds,ce-sds (reduced) purity of heavy and light chain  peaks,ce-sds (reduced) purity,nan
90,ce_sds,Capillary Electrophoresis-sds (reduced) purity of heavy and light chain  peaks,ce-sds (reduced) purity,nan
90,ce_Sodium Dodecyl Sulfate,ce-sds (reduced) purity of heavy and light chain  peaks,ce-sds (reduced) purity,nan
90,ce_sds,ce-Sodium Dodecyl Sulfate (reduced) purity of heavy and light chain  peaks,ce-sds (reduced) purity,nan
