,Analysis,Attribute,parent_class,parent_class_prob
2338,SDS_PAGE,SDS-PAGE (Reduced) Each Minor Band,0,0.9995121
2339,SDS_PAGE,SDS-PAGE (Reduced) Purity of Heavy and Light Chain Bands,0,0.9995285
2340,SE_HPLC,SEC-HPLC  Cumulative Aggregate,2,0.9994294
2341,CE_SDS,"CE-SDS (Non-Reduced) Sum of A(lgG), A(NG-IgG)",0,0.9995264
2342,CE_SDS,CE-SDS (Non-Reduced) A(NG-lgG),0,0.9995227
2343,CE_SDS,CE-SDS (Non-Reduced) A(lgG),0,0.99952555
2344,CE_SDS,CE-SDS (Reduced) A(y) (for each unknown impurity),0,0.9995308
2345,CE_SDS,"CE-SDS (Non-Reduced) Sum of A(lgG), A(LC) and A(HHL)",0,0.9995235
2346,SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 2,0,0.9995345
2347,SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 3,0,0.99953437
2348,PROTEIN_CONTENT_NO_CALC,Protein Content: A280 (% of Target Fill),6,0.9943786
2349,ICIEF,iCIEF Group 1 Cumulative Area (pI 4.50-4.80),1,0.99958724
2350,ICIEF,iCIEF Group 2 Cumulative Area  (pI 4.80-5.30),1,0.99958783
2351,ICIEF,iCIEF Additional Peak Cumulative Area  (> pI 5.75),1,0.99960226
2352,ICIEF,iCIEF Group 3 Cumulative Area (pI 5.30-5.75),1,0.9995858
2353,ICIEF,iCIEF Additional Peak Cumulative Area (< pI 4.50),1,0.9995951
2354,BIOASSAY,Human Cell IL-2 Inhibition Assay,4,0.9980592
2355,SDS_PAGE,SDS-PAGE (Reduced) Major Band,0,0.9995171
2356,CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 3,0,0.9995321
2357,CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 1,0,0.99953175
2358,CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 4,0,0.9995322
2359,CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 6,0,0.9995326
2360,CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 2,0,0.99953175
2361,CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 5,0,0.9995321
2362,CE_SDS,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_X >=LOQ,0,0.99947125
2363,CE_SDS,CE-SDS (Reduced)Relative Migration Time Minor Peak 3,0,0.9995321
2364,CE_SDS,CE-SDS (Reduced)Relative Migration Time Minor Peak 5,0,0.9995321
2365,CE_SDS,CE-SDS (Reduced)Relative Migration Time Minor Peak 1,0,0.99953175
2366,CE_SDS,CE-SDS (Reduced)Relative Migration Time Minor Peak 2,0,0.99953175
2367,CE_SDS,CE-SDS (Reduced)Relative Migration Time Minor Peak 4,0,0.9995322
2368,CE_SDS,CE-SDS (Reduced)Relative Migration Time Minor Peak 6,0,0.9995326
2369,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 4>= LOQ 1,0,0.9995347
2370,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 3>= LOQ 1,0,0.9995346
2371,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 1>= LOQ 1,0,0.9995346
2372,CE_SDS_2,CE-SDS (Non-reduced)RRT of Unknown Minor peak 2>= LOQ 1,0,0.9995347
2373,ELISA_BINDING_2,Relative Binding Potency,4,0.9982041
2374,CE_SDS_3,CE-SDS Reduced Sum of Heavy and Light Chains,0,0.9995284
2375,CE_SDS_4,CE-SDS Non-Reduced Main Peak,0,0.99953985
2376,SDS_PAGE,NuPAGE Reduced Non-main band MW 81 kDa,0,0.99940693
2377,SDS_PAGE,NuPAGE Reduced Non-main band MW 116 kDa,0,0.9994098
2378,SDS_PAGE,Nu-PAGE Reduced Non-main band MW 77 kDa,0,0.99937856
2379,SDS_PAGE,Nu-Page Reduced Non-main band MW 111 kD,0,0.9994203
2380,PARTICULATE_MATTER_2,Particles>= 2 micrometers,3,0.9919565
2381,PARTICULATE_MATTER_2,Particles>= 25 micrometers,3,0.9919612
2382,PARTICULATE_MATTER_2,Particles>= 3 micrometers,3,0.9919665
2383,PARTICULATE_MATTER_2,Particles>= 10 micrometers,3,0.9919469
2384,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=174,0,0.9995121
2385,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=165,0,0.99951243
2386,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 10,0,0.999534
2387,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 13,0,0.99953353
2388,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 6,0,0.9995345
2389,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 7,0,0.99953437
2390,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 8,0,0.99953437
2391,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 15,0,0.9995345
2392,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 11,0,0.999534
2393,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 9,0,0.99953413
2394,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 12,0,0.9995339
2395,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= LOQ 14,0,0.999534
2396,ELISA_2,Potency ELISA Relative to Rreference Standard,4,0.99824405
2397,CE_SDS_2,CE-SDS (Non-Reduced) Sum of AlgG and ANG-IgG,0,0.9995338
2398,CE_SDS_2,"CE-SDS (Reduced) Sum of  A(HC), A(LC) and A(NGHC)",0,0.99952245
2399,ELISA_BINDING_2,Activity Binding ELISA relative to reference standard,4,0.9982262
2400,ICIEF_2,iCE Al(a),1,0.9993062
2401,ICIEF_2,iCE Al(0),1,0.99922
2402,ICIEF,pI of Main Peak,1,0.9995814
2403,CE_SDS,,0,0.99946374
2404,CE_SDS,CE-SDS 1 (NR) Minor peak,0,0.9995272
2405,ICIEF,Percent Main peak,1,0.999595
2406,ICIEF,Percent Basic Peak,1,0.9995925
2407,ICIEF,Percent Acidic Peak,1,0.9996031
2408,SDS_PAGE,SDS-PAGE-Non-Reduced Each Individual Unexpected New Band,0,0.99950993
2409,SDS_PAGE,SDS-PAGE-Reduced Major Band,0,0.99951637
2410,SDS_PAGE,SDS-PAGE-Non-Reduced Major Band,0,0.9995204
2411,SDS_PAGE,SDS-PAGE-Reduced Each Individual Unexpected New Band,0,0.99950254
2412,ISOELECTRIC_FOCUSING,IEF Band Intensity: pI range 4.3-5.3,1,0.99875593
2413,CE_SDS,CE-SDS (Reduced) Number of Minor Peaks (> LOQ),0,0.9995327
2414,CE_SDS,CE-SDS (Non-Reduced) Number of Minor Peaks (> LOQ),0,0.9995352
2415,PARTICULATE_MATTER_MICRO_2,Particulate Matter (HIAC) >= 10 micrometers,3,0.99222624
2416,CE_SDS_2,CGE (reduced) RRT for Unknown Minor Peak >= QL 3,0,0.9995135
2417,CE_SDS_2,CGE (reduced) RRT for Unknown Minor Peak >= QL 4,0,0.9995122
2418,CE_SDS_2,CGE (reduced) RRT for Unknown Minor Peak >= QL 5,0,0.9995117
2419,ELISA_BINDING,Potency (ELISA) Nivolumba,4,0.9982673
2420,BIOLOGICAL_ASSAY,Potency (Cell Based) Anti-LAG3 ,4,0.99819154
2421,SE_HPLC,% LMW,2,0.9994337
2422,SE_HPLC,LMW Retention Time,2,0.9994311
2423,SE_HPLC,LMW RT,2,0.99943024
2424,SE_HPLC,Monomer RT,2,0.99942625
2425,SE_HPLC,% HMW,2,0.9994324
2426,SE_HPLC,Monomer Retention Time,2,0.9994456
2427,SE_HPLC,HMW RT,2,0.9994143
2428,SE_HPLC,HMW Retention Time,2,0.9994349
2429,SE_HPLC,% Monomer,2,0.99944526
2430,SDS_PAGE,SDS-PAGE (Non-Reduced) Percent Intensity Of Major Band,0,0.99952924
2431,SDS_PAGE,SDS-PAGE (Reduced) Sum of Intensity Heavy and Light Chain,0,0.9995222
2432,SDS_PAGE,SDS-PAGE (Reduced) Percent Intensity of Heavy Chain,0,0.9995276
2433,SDS_PAGE,SDS-PAGE (Reduced) Percent Intensity of Light Chain,0,0.99952364
2434,ELISA_BINDING,Antigen Binding,4,0.99817157
2435,ELISA_3,Binding Activity (ELISA) Ipilimumab,4,0.9982705
2436,ELISA_4,Binding Activity (ELISA) Nivolumab,4,0.9982899
2437,SDS_PAGE,SDS PAGE (Reduced)_2 [Result] [Molecular Weight Non-Main Ban,0,0.9994941
2438,SDS_PAGE,SDS PAGE (Reduced)_4 [Result] [Molecular Weight Non-Main Ban,0,0.99949205
2439,SDS_PAGE,SDS PAGE (Reduced)_3 [Result] [Molecular Weight Non-Main Ban,0,0.9994942
2440,PARTICULATE_MATTER_MICROSCOPY,Sub-Visile Particulate Matter 5-10 micrometers,3,0.9921008
2441,HPLC,HIC-HPLC IsoAsp Retention Time,2,0.9993856
2442,HPLC,HIC-HPLC IsoAsp Content,2,0.99925345
2443,HPLC,HIC-HPLC Oxidation Content,2,0.999288
2444,SDS_PAGE,SDS-PAGE (Non-Reduced) MW Of Major Band Relative to Ref Std,0,0.99952877
2445,SDS_PAGE,SDS-PAGE (Reduced) MW Light Chain Relative to Ref Std,0,0.9995059
2446,ELISA_BINDING_2,Antigen Binding ELISA,4,0.9981477
2447,SDS_PAGE_2,SDS-PAGE (Reduced) Sum Of Intensity Heavy And Light Chain,0,0.99952435
2448,SDS_PAGE_2,SDS-PAGE (Reduced) MW of Light Chain Relative to Ref Std,0,0.9995296
2449,SDS_PAGE_2,SDS-PAGE (Non-Reduced) Intesity of MAjor Band,0,0.99953806
2450,SDS_PAGE_2,SDS-PAGE (Non-Reduced) MW of Major Band Relative to Ref Std,0,0.9995314
2451,SDS_PAGE_2,SDS-PAGE (Reduced) MW of Heavy Chain Relative to Ref Std,0,0.99952865
2452,SE_HPLC,Cumulative Degradation Products,2,0.9992823
2453,SE_HPLC,HPLC-SEC Monomer,2,0.99945134
2454,CE_SDS_2,CE-SDS (Reduced) Migration time of minor peaks,0,0.99953485
2455,CE_SDS_2,CE-SDS {Reduced} Migration time of minor peaks,0,0.99953103
2456,CE_SDS,CE-SDS (non-reduced) Migration time of minor peaks,0,0.9995358
2457,CE_SDS,CE-SDS (Non-reduced) Migration time of minor peaks,0,0.9995358
2458,CE_SDS_2,CE-SDS (Reduced) Quantitaiton Limit,0,0.9995384
2459,CE_SDS_2,CGE (Reduced) Detection Limit,0,0.9995196
2460,CE_SDS,CGE (Non-Reduced) Detection Limit,0,0.999527
2461,BIOLOGICAL_ASSAY,Reporter Gene Bioassay (relative to reference standard),4,0.9974486
2462,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 3,0,0.99953127
2463,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 4,0,0.99953187
2464,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 2,0,0.9995315
2465,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 1,0,0.9995315
2466,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 2,0,0.9995389
2467,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 1,0,0.999539
2468,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 4,0,0.99953866
2469,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 3,0,0.99953866
2470,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 5,0,0.9995384
2471,PARTICULATE_MATTER,Particles with diameter >= 3 microns,3,0.9918915
2472,PARTICULATE_MATTER,Particles with diameter >= 2 microns,3,0.9919046
2473,PARTICULATE_MATTER,Particles with diameter >= 10 microns,3,0.99188375
2474,PARTICULATE_MATTER,Particles with diameter >= 5 microns,3,0.9918715
2475,PARTICULATE_MATTER,Particles with diameter >= 25 microns,3,0.99189734
2476,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >= QL 1,0,0.99953485
2477,CE_SDS,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 3,0,0.99953556
2478,SE_HPLC_2,SEC LMW (HPLC),2,0.99944705
2479,SE_HPLC_2,SEC Monomer (HPLC),2,0.9994429
2480,SE_HPLC_2,SEC HMW (HPLC),2,0.9994486
2481,SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 170,0,0.9995116
2482,SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW = 180,0,0.999514
2483,CE_HPLC,"Purity, CEX-HPLC",1,0.9994216
2484,SDS_PAGE,"SDS-PAGE, Coomassie Stain (Non-reduced)",0,0.99947673
2485,SDS_PAGE,"SDS-PAGE, Coomassie Stain (Reduced)",0,0.99947196
2486,CE_SDS_2,CGE (Reduced) RRT of Unknown Minor Peak >= QL 2,0,0.99951017
2487,CE_SDS_2,CGE (Reduced) RRT of Unknown Minor Peak >= QL 1,0,0.99951005
2488,CE_SDS,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak < LOQ 3,0,0.99953127
2489,SE_HPLC,GP HPLC - Monomer,2,0.999458
2490,SE_HPLC,GP HPLC - Fragments,2,0.99945515
2491,SE_HPLC,GP HPLC - Aggregates,2,0.9994592
2492,SDS_PAGE,Non-reducing SDS PAGE - intact FS102 product,0,0.9994702
2493,SDS_PAGE,Reducing SDS PAGE - total FS102 product,0,0.99944896
2494,PH,Temperature (pH),5,0.9980718
2495,ICIEF_2,icIEF (Purity) - acidic isoforms,1,0.9976972
2496,ICIEF_2,icIEF (Purity) - basic isoforms,1,0.9983688
2497,ICIEF_2,icIEF (Purity) - main isoforms,1,0.9990007
2498,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= DL 14,0,0.99951315
2499,CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= DL 15,0,0.9995129
2500,CE_SDS,CE-SDS (Non-reduced) RRT of Unknown Minor Peak >= LOQ 1,0,0.99953413
2501,CE_SDS,CE-SDS (Non-reduced) RRT of Unknown Minor Peak >= LOQ 2,0,0.99953425
2502,ELISA_BINDING,Binding Activity (ELISA),4,0.9982278
2503,BIOASSAY_2,Potency (Cell-based bioassay),4,0.998154
2504,CE_SDS,CGE (non-reduced) DL,0,0.99952805
2505,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak < LOQ 1,0,0.9995377
2506,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak < LOQ 3,0,0.9995376
2507,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak < LOQ 2,0,0.9995378
2508,CE_SDS_2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ 3,0,0.9995352
2509,POTENCY_1,Percent Label Claim,4,0.9962018
2510,SDS_PAGE,SDS-PAGE (Non-Reduced) Molecular Weight of Minor Band,0,0.9995204
2511,CE_SDS_2,CGE (reduced) RRT for Unknown Minor Peak >= QL 7,0,0.99951243
2512,CE_SDS_2,CGE (reduced) RRT for Unknown Minor Peak >= QL 6,0,0.9995127
2513,BIO_CE-SDS_R,CE-SDS (R) RRT of Unknown Minor Peak >= LOQ 2,0,0.99953043
2514,BIO_CE-SDS_R,CE-SDS (R) RRT of Unknown Minor Peak >= LOQ 1,0,0.9995295
2515,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 2,0,0.9995316
2516,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 1,0,0.99953043
2517,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 4,0,0.9995303
2518,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 5,0,0.99952936
2519,BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown Minor Peak >= LOQ 3,0,0.9995302
2520,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >= LOQ 4,0,0.99953806
2521,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >= LOQ 3,0,0.9995377
2522,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >= LOQ 6,0,0.99953794
2523,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak >= LOQ 5,0,0.99953806
2524,CE_SDS,CE-SDS (Reduced) Number of Minor Peaks>=LOQ,0,0.9995295
2525,CE_SDS,CE-SDS (Reduced) Relative Migration Time of Minor Peaks,0,0.9995321
2526,CE_SDS,CE-SDS (Reduced) Relative Migration Time of Minor Peak,0,0.9995284
2527,CE_SDS_3,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 1,0,0.99953663
2528,CE_SDS_3,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 2,0,0.99953675
2529,CE_SDS_3,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 3,0,0.9995363
2530,BIOLOGICAL_ASSAY,Percent Inhibition,4,0.99673635
2531,BIOLOGICAL_ASSAY,Activity Ratio,4,0.95355713
2532,SDS_PAGE,SDS-PAGE (Reduced) MW Heavy Chain 2 Relative to Ref Material,0,0.99953127
2533,SDS_PAGE,SDS-PAGE (Reduced) Sum Intensity of Heavy and Light Chains,0,0.9995264
2534,SDS_PAGE,SDS-PAGE (Reduced) MW Heavy Chain 1 Relative to Ref Material,0,0.99953115
2535,SDS_PAGE,SDS-PAGE (Reduced) MW Light Chain Relative to Ref. Material,0,0.99952483
2536,SE_HPLC,HPLC-SEC Cumulative Aggregate,2,0.9994386
2537,SE_HPLC,Monomer Retention Time (Result),2,0.99945
2538,SDS_PAGE_2,SDS-PAGE (Non-Reduced) Sum Intensity of Major Bands,0,0.99953115
2539,SDS_PAGE_2,SDS-PAGE (Non-Red) MW Major Band 1 Relative to Ref. Material,0,0.99950933
2540,SDS_PAGE_2,SDS-PAGE (Non-Red) MW Major Band 2 Relative to Ref. Material,0,0.9995084
2541,HPLC,Residual Free MED-2460,2,0.9992473
2542,ELISA_BINDING,Antigen Binding ELISA Relative to Reference Material,4,0.99806815
2543,ISOELECTRIC_FOCUSING,IEF Cumulative Band Intensity,1,0.9994654
2544,SDS_PAGE_2,SDS-PAGE Purity (Non-Reduced),0,0.99952817
2545,CE_SDS_2,CGE (reduced) DL,0,0.9995302
2546,BIO_ICIEF,iCIEF Acidic Peaks ,1,0.9996145
2547,BIO_ICIEF,iCIEF Basic Peaks ,1,0.99961096
2548,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=176,0,0.9995154
2549,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=167,0,0.9995129
2550,SDS_PAGE,SDS-PAGE (Non-Red) Purity Minor Band 2,0,0.9995309
2551,SDS_PAGE,SDS-PAGE (Non-Red) Purity Minor Band 1,0,0.99953043
2552,SDS_PAGE,SDS-PAGE (Non-Red) Molecular Weight Minor Band 2,0,0.99948126
2553,SDS_PAGE,SDS-PAGE (Non-Red) Molecular Weight Minor Band 1,0,0.99947697
2554,ELISA_BINDING,CD40 Relative Binding Activity,4,0.9982368
2555,BIOASSAY,Potency (Cell-based bioassay) relative potency,4,0.9981269
2556,BIOLOGICAL_ASSAY,Cell-Based Assay,4,0.99754274
2557,ELISA_BINDING,Relative Potency by Target Binding ELISA (of Reference Stand,4,0.99824655
2558,SE_HPLC,SE-HPLC Aggregates,2,0.99944097
2559,CE_SDS_2,CE-SDS (Reduced) Main Peak,0,0.99953866
2560,CE_SDS_2,CE-SDS (Reduced) LMW,0,0.99952626
2561,CE_SDS_2,CE-SDS (Reduced) HMW,0,0.9995258
2562,CE_SDS,CE-SDS (Non-Reduced)  HMW,0,0.99952126
2563,CE_SDS,CE-SDS (Non-reduced) LMW,0,0.9995208
2564,CE_SDS,CE-SDS (Non-reduced) Monomer,0,0.9995222
2565,SDS_PAGE,"SDS-PAGE, Coomassie Stain (Non-Reduced)",0,0.99947673
2566,RP_HPLC_2,"Purity, RP-HPLC Monopeg",2,0.9994505
2567,SE_HPLC,"SE-HPLC, %HMW",2,0.99945086
2568,SE_HPLC,"SE-HPLC, % LMW",2,0.99944764
2569,RP_HPLC,"Purity, RP-HPLC",2,0.9994272
2570,HPLC,"Purity, CEX-HPLC",1,0.9994086
2571,BIOASSAY,Potency Relative to Reference Standard,4,0.9981001
2572,CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peaks 4,0,0.99953985
2573,CE_SDS,CE-SDS (NR) Quantitation Limit,0,0.9995202
2574,CE_SDS_2,CE-SDS (R) Quantitation Limit,0,0.9995191
2575,BIOLOGICAL_ASSAY,Potency (Cell Based) Anti-LAG 3,4,0.99819034
2576,PARTICULATES,Particulate Matter >= 2-5 micrometers,3,0.9917418
2577,PARTICULATES,Particulate Matter >= 5-10 micrometers,3,0.9917114
2578,PARTICULATES,Particulate Matter >= 10-25 micrometers,3,0.99174047
2579,PARTICULATES,Particulate Matter >= 25 micrometers,3,0.9919012
2580,ICIEF,Acidic Peaks,1,0.9996044
2581,ICIEF,Basic peaks,1,0.9996001
2582,ICIEF,Main peak,1,0.99959606
2583,PARTICULATES,Semi-quantitative Visible particles,3,0.9882863
2584,CE_SDS,(Reduced CE-SDS) Purity of heavy and light chain peaks,0,0.9995347
2585,CE_SDS,(Non-Reduced CE-SDS)  Purity of Major Peak,0,0.9995351
2586,ELISA_2,Binding Activity (ELISA) Nivolumab (Relative to Ref Std),4,0.998273
2587,PARTICULATE_MATTER_2,Particluate Matter (HIAC) >= 3 micrometers,3,0.99213433
2588,PARTICULATE_MATTER_2,Particluate Matter (HIAC) >= 5 micrometers,3,0.9921256
2589,PARTICULATE_MATTER_2,Particluate Matter (HIAC) >= 2 micrometers,3,0.9921347
2590,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=181,0,0.9995128
2591,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor Peak 3 >= LOQ,0,0.9995315
2592,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor Peak 2 >= LOQ,0,0.9995316
2593,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor Peak 1 >= LOQ,0,0.9995315
2594,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor Peak 4 >= LOQ,0,0.99953175
2595,CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 3 >= LOQ,0,0.99953544
2596,CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 5 >= LOQ,0,0.9995352
2597,CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 1 >= LOQ,0,0.99953556
2598,CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 2 >= LOQ,0,0.99953556
2599,CE_SDS_2,CE-SDS (Non-Reduced)RRT of Unknown Minor Peak 4 >= LOQ,0,0.9995353
2600,HPLC,BMS-800706,2,0.99907947
2601,HPLC,BMS-800096,2,0.99913955
2602,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=170,0,0.9995111
2603,CE_SDS,CE-SDS (Non-Reduced) Sum of A(lgG) and A(NG-lgG),0,0.99952364
2604,PARTICULATE_MATTER,Particles >= 25 micrometer,3,0.9919446
2605,PARTICULATE_MATTER,Particles >= 10 micrometer,3,0.9919233
2606,SDS_PAGE,SDS PAGE (Reduced)_2 (Result),0,0.9995197
2607,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 5,0,0.99953866
2608,CE_SDS_2,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 6,0,0.99953866
2609,CE_SDS,CE-SDS (Reduced) QL,0,0.99952817
2610,CE_SDS_2,CE-SDS (Non-Reduced) QL,0,0.99953437
2611,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak <LOQ 1,0,0.9995272
2612,CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak <LOQ 2,0,0.999527
2613,ELISA,Binding Activity (ELISA) Ipilimumab,4,0.9982774
2614,SDS_PAGE,(Non-Reduced) Molecular Weight Minor Band 1,0,0.99946433
2615,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 3,0,0.9995376
2616,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 4,0,0.9995378
2617,SDS_PAGE_3,CGE-SDS Reduced Purity,0,0.9994704
2618,SDS_PAGE_2,CGE-SDS Non-Reduced Purity,0,0.9994759
2619,ICIEF_2,Group 1,1,0.9995365
2620,ICIEF_2,Group 2,1,0.99953103
2621,ICIEF_2,Group 3,1,0.9995289
2622,PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration:HPLC,6,0.99515224
2623,SDS_PAGE,SDS-PAGE (Non-Red) Intensity of Additional Bands,0,0.99952257
2624,SDS_PAGE,SDS-PAGE (Reduced) Intensity of Additional Bands,0,0.99952734
2625,PARTICULATE_MATTER_2,Subvisible Particles >= 5 micrometers,3,0.9920603
2626,PARTICULATE_MATTER_2,Subvisible Particles >= 3 micrometers,3,0.9920682
2627,PARTICULATE_MATTER_2,Subvisible Particles >= 2 micrometers,3,0.992063
2628,SE_HPLC,SE-HPLC HMW Species,2,0.9994429
2629,SE_HPLC,SE-HPLC LMW Species,2,0.999438
2630,BIO_ICIEF,iCIEF Reference Group,1,0.9995474
2631,BIO_SE-HPLC,SE-HPLC LMW Species,2,0.99944144
2632,BIOLOGICAL_ASSAY,Potency (Cell-based Assay),4,0.9981377
2633,PARTICULATE_MATTER_2,Particles >= 10 Microns (Concentrate),3,0.9918898
2634,PARTICULATE_MATTER_2,Particles >= 25 Microns (Concentrate),3,0.99191236
2635,PARTICULATE_MATTER_2,Particles >= 5 micrometers,3,0.99194837
2636,HPLC,HPLC-SEC Monomer,2,0.9994369
2637,HPLC,Cumulative Degradation Products,2,0.97047764
2638,ICIEF,Number of Peaks,1,0.9995857
2639,SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor  Band 3,0,0.99953437
2640,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=174,0,0.99951255
2641,SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=144,0,0.9995123
2642,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=183,0,0.99951303
2643,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak RRT 3 >=LOQ,0,0.99953866
2644,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak RRT 3 >=LOQ,0,0.99953794
2645,CE_SDS,CE-SDS (Non-Reduced) RRT of Minor Peak >= LOQ 1,0,0.9995359
2646,CE_SDS,CE-SDS (Non-Reduced) RRT of Minor Peak >= LOQ 2,0,0.9995358
2647,SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band,0,0.9995322
2648,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=171,0,0.9995128
2649,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=169,0,0.99951303
2650,PARTICULATE_MATTER,Particles>= 2 micrometers,3,0.99197817
2651,BIOASSAY,Potency Bioassay,4,0.99802643
2652,CE_SDS,CE-SDS (Reduced) RRT of Minor Peak,0,0.9995254
2653,CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak RRT,0,0.9995372
2654,SDS_PAGE_2,[SDS-PAGE Purity (Non-Reduced),0,0.99952924
2655,B7_BINDING_BIACORE_ASSAY,B7 Binding Biacore Assay (Result),4,0.9982161
2656,SDS_PAGE,[SDS-PAGE Purity (Reduced),0,0.9995241
