Analysis,Attribute,parent_class,parent_class_prob,child_class,child_class_prob,predicted_class
C_95007424,PROT CONCENTRATION UV 280 NM_REP 2,6,0.997593,1,1.0,protein concentration (a280)
A_TOR_ORENCIA_FIN,TOR RESIDUO PRODOTTO FINITO 2DECPT,1,0.81838787,4,0.5138509,icief acidic peaks
C_250593,PEAK M2,1,0.5732554,8,0.7600172,cex basic peaks
A_250627,ICIEF ACIDIC PEAKS,1,0.9997135,4,0.9951875,icief acidic peaks
Y_SM_250193_R,PROTEIN CONTENT UV A280 1DECPT,6,0.99727625,1,1.0,protein concentration (a280)
C_249491_1,HIGHEST ENDOTOXIN RESULT,4,0.75887305,2,0.83751816,potency by binding elisa
250657,HMW 1DP,2,0.9975932,2,0.5858904,se-hplc hmw
A_TOR_EMPLICITI,TOR PROD FIN IN SESSAGESIMALI,2,0.7573094,1,0.78739774,rp-hplc purity
250602,TOTAL PARTICLE CONTAINER 25 MICRONS,3,0.99817157,2,0.9726854,particulate-matter >= 25-um
C_250624,SEMIQUANT EVALUATION,4,0.724079,1,0.7627746,potency by cell-based bioassay
A_250727,DELIVERY TIME,4,0.79280764,2,0.83796424,potency by binding elisa
A_250186_CU1,VIAL5,3,0.55740136,1,0.6403338,particulate-matter >= 10-um
C_95007424,PROT CONTENT UV 280NM_READING 1,6,0.9974567,1,1.0,protein concentration (a280)
M_250657,% HMW,2,0.99919814,2,0.7066304,se-hplc hmw
M_250739,CELL-BASED BIOASSAY,4,0.9992706,1,0.9999999,potency by cell-based bioassay
C_95007424,PROT CONCENTRATION UV 280 NM_REP 3,6,0.9975545,1,1.0,protein concentration (a280)
C_95007424,UNROUNDED UV CONC,6,0.929275,1,1.0,protein concentration (a280)
M_250682,DRUG CONTENT 400MG/VIAL,6,0.49208808,1,1.0,protein concentration (a280)
A_250626,CE-SDS REDUCED,0,0.99959475,1,0.5927846,ce-sds (non-reduced) hhl
C_250602,PARTICLES >=25 MICRONS,3,0.9982401,2,0.8587912,particulate-matter >= 25-um
M_250680,WATER CONTENT,6,0.9797885,1,1.0,protein concentration (a280)
M_250742,POLYSORBATE 80,7,0.9977071,1,1.0,polysorbate 80
250193,PROTEIN CONTENT UV A280 1DECPT,6,0.99731904,1,1.0,protein concentration (a280)
C_250256_1,HIGHEST ENDOTOXIN RESULT,4,0.6467946,2,0.83751816,potency by binding elisa
A_TOR_OPDIVO,TOR CON DA TT4 30-40 HR,6,0.83340365,1,1.0,protein concentration (a280)
C_250599,PROT CONCENTRATION REP 3,6,0.9973029,1,1.0,protein concentration (a280)
C_250599,PROT CONCENTRATION,6,0.99730635,1,1.0,protein concentration (a280)
C_250599,PROT CONCENTRATION REP 1,6,0.9972932,1,1.0,protein concentration (a280)
C_250593,PEAK M6,6,0.4321135,1,1.0,protein concentration (a280)
A_M00000093,CE-SDS NON REDUCED,0,0.99960357,1,0.9516932,ce-sds (non-reduced) hhl
C_95007433,TOTAL  PARTICLES PER CONTAINER 10 MICRON,3,0.99825865,1,0.99988854,particulate-matter >= 10-um
C_5455A,OSMOLALITY READING 3,6,0.9498848,1,1.0,protein concentration (a280)
C_95007421,HIGH MOLECULAR WEIGHT SPECIES READING 1,6,0.7718371,1,1.0,protein concentration (a280)
C_95007424,UNROUNDED UV CONCENTRATION,6,0.996995,1,1.0,protein concentration (a280)
C_250683,CE-SDS NON-REDUCED,0,0.99960047,1,0.87721384,ce-sds (non-reduced) hhl
250580,PROTEIN CONCENTRATION 1DP,6,0.9971746,1,1.0,protein concentration (a280)
C_5296A,ENDOTOXIN 2,4,0.86207676,2,0.6342959,potency by binding elisa
C_5450A,BIOBURDEN 50ML,3,0.982624,1,0.8834968,particulate-matter >= 10-um
C_M00000091,CHO HCP PPM,6,0.88393915,1,1.0,protein concentration (a280)
C_M00000091,CHO HCP UFDFG01,6,0.62769175,1,1.0,protein concentration (a280)
C_250600,POLYSORBATE 80,7,0.9977088,1,1.0,polysorbate 80
C_10456,ENDOTOXIN FILLA01,4,0.8129081,2,0.7114452,potency by binding elisa
C_250598,HMW HICA01,2,0.9992471,2,0.9519288,se-hplc hmw
C_250674,N-LINKED PROFILE: G0F,4,0.8943913,2,0.5233613,potency by binding elisa
C_M00000093,HHL,0,0.9772299,1,0.9998983,ce-sds (non-reduced) hhl
C_95007424,PROT CONTENT UV 280NM_READING 3,6,0.9974607,1,1.0,protein concentration (a280)
C_250627,MAIN PEAK 1DP,1,0.6097386,9,0.99941826,cex main peak
A_TOR_OPDIVO,DEV 8-25 MIN HALB,5,0.4219406,1,1.0,ph
250685,RELATIVE POTENCY 0DP,4,0.99536526,1,0.77057296,potency by cell-based bioassay
250683,LIGHT CHAIN 1DP,0,0.9806568,5,0.64480704,sds-page (reduced) purity
C_250598,LMW CEXE01,2,0.76989853,3,0.9770831,se-hplc lmw
C_10456,ENDOTOXIN FILLA02,4,0.7912279,1,0.57781386,potency by cell-based bioassay
A_TOR_EMPLICITI,TOR CON COC MANATI 8-25 TOT,5,0.67592597,1,1.0,ph
C_250598,HMW,2,0.9992107,2,0.9066573,se-hplc hmw
A_TOR_FIN,TOR LOW RES ANAGNI,1,0.9535725,6,0.61842275,icief main peak
C_95010544,VOL IN CONTAINER 2,3,0.98000485,1,0.9590623,particulate-matter >= 10-um
Y_SM_250473_R,NEW GROUP 1 (pI 4.30-4.49),4,0.22874275,3,0.8572286,spr binding activity
C_250599,PROT CONCENTRATION REP 1 GL,6,0.99727505,1,1.0,protein concentration (a280)
C_M00000091,CHO HCP HICA01,6,0.5596053,1,1.0,protein concentration (a280)
C_10456,ENDO,7,0.44709674,1,1.0,polysorbate 80
250602,TOTAL PARTICLE CONTAINER 10 MICRONS,3,0.998187,2,0.9726854,particulate-matter >= 25-um
C_250593,PEAK M3,6,0.64929265,1,1.0,protein concentration (a280)
C_95010544,REPORTABLE VOL IN CONTAINER,3,0.95627797,1,0.95383406,particulate-matter >= 10-um
95007424_PROT_CONT,SC PROTEIN CONCENTRATION SMPLE READING 3,6,0.9976566,1,1.0,protein concentration (a280)
C_5455A,OSMOLALITY READING 2,6,0.8645679,1,1.0,protein concentration (a280)
C_250593,PI GROUP 1,5,0.8292954,1,1.0,ph
A_250593,GROUP 2,4,0.36428282,2,0.75660866,potency by binding elisa
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 TOT,5,0.534007,1,1.0,ph
A_TOR_OPDIVO,DEV 8-25 HR HALB,5,0.42948022,1,1.0,ph
C_95007424,PROT CONCENTRATION UV 280 NM,6,0.9975388,1,1.0,protein concentration (a280)
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 NO LIGHT HR,5,0.46603197,1,1.0,ph
P_M20635,HHL,0,0.991735,1,0.9999536,ce-sds (non-reduced) hhl
C_250627,BASIC PEAK,1,0.9996822,8,0.9927699,cex basic peaks
GBL_250658,ACIDIC GROUP,1,0.9996202,4,0.61972207,icief acidic peaks
A_TOR_OPDIVO,TOR RES ANAGNI 30-40,1,0.9844077,4,0.7611131,icief acidic peaks
A_TOR_OPDIVO,DEV 8-30 TOT HALB,6,0.4682922,1,1.0,protein concentration (a280)
A_TOR_OPDIVO,TOR CON DA TT4 30-40 MIN,6,0.82323724,1,1.0,protein concentration (a280)
GBL_250602,PARTICLES >=10 MICRONS,3,0.9982173,1,0.9991761,particulate-matter >= 10-um
GBL_95007196,PH,5,0.99760455,1,1.0,ph
250657,LMW 1DP,2,0.98452145,3,0.5658745,se-hplc lmw
A_TOR_OPDIVO,DEV 8-25 TOT HALB,6,0.4652861,1,1.0,protein concentration (a280)
M_250682,DRUG CONTENT 300MG/VIAL,6,0.46729475,1,1.0,protein concentration (a280)
GBL_250683,CE-SDS NON-REDUCED,0,0.9996057,1,0.94963884,ce-sds (non-reduced) hhl
GBL_250684,CE-SDS REDUCED,0,0.9996,1,0.73835015,ce-sds (non-reduced) hhl
C_250627,ACIDIC PEAKS 1DP,1,0.99799013,7,0.94667184,cex acidic peaks
A_250195,PARTICULATE MATTER >= 25 MICROMETERS,3,0.99835086,1,0.5532169,particulate-matter >= 10-um
C_JP_PH,PH,5,0.9977266,1,1.0,ph
C_250684,CE-SDS REDUCED,0,0.99959725,3,0.7695601,ce-sds (reduced) purity
C_250739,CELL-BASED BIOASSAY,4,0.9992681,1,1.0,potency by cell-based bioassay
250684,REDUCED HEAVY AND LIGHT CHAINS HC+LC 1DP,0,0.99905854,3,0.9988611,ce-sds (reduced) purity
GBL_250682,DRUG CONTENT 300MG/VIAL,6,0.50096977,1,1.0,protein concentration (a280)
M_250684,CE-SDS REDUCED,0,0.9995956,3,0.6266274,ce-sds (reduced) purity
GBL_250658,PEAK 2,1,0.9393474,9,0.35348248,cex main peak
GBL_250732,CONSTITUTION TIME,5,0.63631487,1,0.9999068,ph
M_250685,SLAMF7 BINDING ELISA RELATIVE POTENCY,4,0.9992711,2,0.9999932,potency by binding elisa
C_250580,PROTEIN CONCENTRATION,6,0.9977869,1,1.0,protein concentration (a280)
A_TOR_OPDIVO,TOR CON DA TT4 8-25 NO LIGHT MIN,6,0.7249555,1,1.0,protein concentration (a280)
A_TOR_FIN,TOR RES PRODOTTO FINITO,1,0.76457053,4,0.5232769,icief acidic peaks
250658,PEAK 1 1DP,0,0.71938205,4,0.53372234,sds-page (non-reduced) purity
C_95007424,PCT LABEL CLAIM,4,0.98692584,1,0.9358492,potency by cell-based bioassay
GBL_250682,DRUG CONTENT 400MG/VIAL,6,0.5288851,1,1.0,protein concentration (a280)
M_250658,ACIDIC GROUP,1,0.9996364,7,0.60011226,cex acidic peaks
250658,PEAK 4 1DP,0,0.69506997,4,0.53372234,sds-page (non-reduced) purity
A_TOR_OPDIVO,DEV 30-40 TOT HALB,6,0.48270956,1,1.0,protein concentration (a280)
GBL_250603,ENDOTOXIN LAL,4,0.763185,1,0.9804472,potency by cell-based bioassay
C_250680,WATER CONTENT,6,0.98718125,1,1.0,protein concentration (a280)
C_250658,PEAK 2,1,0.46113247,8,0.8358572,cex basic peaks
C_250657,MONOMER,2,0.99927324,4,0.7053535,se-hplc monomer
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 NO LIGHT TOT,5,0.44805735,1,1.0,ph
C_250598,MONOMER,2,0.99923706,4,0.7053535,se-hplc monomer
C_95007424,PCT TARGET FILL,4,0.7962944,2,0.5543387,potency by binding elisa
M_250658,PEAK 2,1,0.9543295,9,0.610452,cex main peak
250473,GROUP 2 pI 4.81 to 5.55 1DP,6,0.44867462,1,1.0,protein concentration (a280)
95007424_SYSTEM,ABSORBANCE AT 280 STD 4 SECOND BRACKET,6,0.99659795,1,1.0,protein concentration (a280)
95007424_PROT_CONT,SC % LABEL CLAIM,6,0.6815468,1,1.0,protein concentration (a280)
M_250658,SUM OF PEAKS 3 - 4 AND 5,1,0.43905267,4,0.9063661,icief acidic peaks
M_95009656,OSMOLALITY,6,0.5076903,1,0.9999988,protein concentration (a280)
C_250732,CONSTITUTION TIME,5,0.74230134,1,1.0,ph
C_250602,PARTICLES >=10 MICRONS,3,0.9982425,2,0.8587912,particulate-matter >= 25-um
250495,SDS COO REDUCED MAJOR BAND 1DP,0,0.9995552,4,0.9441203,sds-page (non-reduced) purity
250195,HIAC EQUAL GREATER THAN 10 MICRONS,3,0.99780875,2,0.99999785,particulate-matter >= 25-um
A_TOR_OPDIVO,TOR CON COC MANATI 30-40 HR,1,0.39142373,4,0.7761346,icief acidic peaks
A_TOR_OPDIVO,TOR CON DA TT4 8-25 NO LIGHT TOT,6,0.70453846,1,1.0,protein concentration (a280)
Y_95007425_IEF,Intensity pI4.3-5.3,6,0.8577622,1,1.0,protein concentration (a280)
Y_USPO8205_SEC,HMW,2,0.99937856,2,0.9932789,se-hplc hmw
R_EMPLICITI_IDPOTELI,Potencia de Binding por ELISA,4,0.9988256,2,0.99980265,potency by binding elisa
Y_95007441_B7B,B7 Binding,4,0.99918133,3,0.99938655,spr binding activity
C_250657,% HMW,2,0.99921215,2,0.9066573,se-hplc hmw
Y_USPO8205_SEC,% Monomer,2,0.9992957,4,0.9996618,se-hplc monomer
C_95010544,VOL IN CONTAINER 1,3,0.98088706,1,0.9590623,particulate-matter >= 10-um
A_TOR_OPDIVO,TOR CON MAN TOT 8-40,6,0.50644326,1,1.0,protein concentration (a280)
Y_SM_250473_R,RM GROUP 2 (pI 4.80-5.30),5,0.3111295,1,1.0,ph
A_TOR_OPDIVO,TOR CON DA TT4 8-30 TOT,6,0.71211505,1,1.0,protein concentration (a280)
C_250658,PEAK 1,1,0.7876013,8,0.8358572,cex basic peaks
250195,HIAC EQUAL GREATER THAN 25 MICRONS,3,0.9977729,2,0.99999785,particulate-matter >= 25-um
A_250735,GROUP 2A,4,0.46876752,3,0.634397,spr binding activity
P_M14652,LOW MOLECULAR WEIGHT SPECIES,2,0.99788207,3,0.55171937,se-hplc lmw
250207,IL2 INHIBITION ASSAY BIOASSAY 0DP,4,0.9992305,1,1.0,potency by cell-based bioassay
A_TOR_OPDIVO,TOR RES ANAGNI 8-25,1,0.9664315,4,0.7611131,icief acidic peaks
250193,PERCENT TARGET FILL 1DP,2,0.5441791,2,0.48481166,se-hplc hmw
250191,SIZE HOMOGENEITY MONOMER 1DECPT,2,0.9980742,4,0.732842,se-hplc monomer
A_250626,CE-SDS NON REDUCED,0,0.9995999,1,0.9179561,ce-sds (non-reduced) hhl
A_95007441,B7 BIND. SURF. PLASM. RES. DEVENS,4,0.999057,3,1.0,spr binding activity
Y_SM_95009822_R,EC50-3,4,0.9490081,3,0.9999968,spr binding activity
A_TOR_OPDIVO,TOR RES ANAGNI 8-25 NO LIGHT,1,0.77108514,6,0.8861803,icief main peak
Y_95009822_IL2,Bioassay,4,0.9992717,1,0.9067341,potency by cell-based bioassay
Y_USPO8205_SEC,LMW,2,0.99929583,3,0.998058,se-hplc lmw
M_250657,MONOMER,2,0.99927944,4,0.5191081,se-hplc monomer
250519,B7 BINDING 0DP,4,0.99899536,3,0.9999896,spr binding activity
A_TOR_OPDIVO,DEV 8-25 HR HALB NO LIGHT,6,0.4532549,1,1.0,protein concentration (a280)
Y_95007421_HMG,Low MW Species,2,0.9977869,3,0.9513876,se-hplc lmw
A_TOR_EMPLICITI,TOR DEV HALB 8-25 TOT,5,0.43746668,1,1.0,ph
A_TOR_EMPLICITI,TOR CON TT4 8-25 MIN,6,0.71698636,1,1.0,protein concentration (a280)
P_M14472,RRT MINOR PEAK 2,6,0.683226,1,1.0,protein concentration (a280)
M_250603,ENDOTOXIN LAL,4,0.7522488,2,0.6110395,potency by binding elisa
P_M14765,METHOD VERSION,4,0.99162817,1,0.9998572,potency by cell-based bioassay
A_TOR_OPDIVO,TOR CON DA TT4 8-25 NO LIGHT HR,6,0.6491098,1,1.0,protein concentration (a280)
P_M15648,REL RETENTION TIME  MINOR PEAK 12 => LOQ,2,0.4044039,3,0.94188696,se-hplc lmw
R_EMPLICITI_CEX,Grupo Ã cido,1,0.99926096,7,0.99239165,cex acidic peaks
Y_SM_250658_R,CEX PEAK 3,1,0.99959177,7,0.54378486,cex acidic peaks
P_M14651,BASIC SPECIES,1,0.796398,5,0.91028917,icief basic peaks
95007424_PROT_CONT,PROTEIN CONCENTRATION SAMPLE READING 3,6,0.9977598,1,1.0,protein concentration (a280)
P_M13173,TOTAL PROT CONCENTRATION,6,0.99713326,1,1.0,protein concentration (a280)
P_M15648,SUM OF ALL MINOR PEAKS,1,0.9545319,4,0.9441971,icief acidic peaks
Y_95007423_SDS,Non-Reduced: Abatacept Major Band,0,0.99957436,4,0.9505692,sds-page (non-reduced) purity
A_TOR_OPDIVO,TOR CON DA TT4 30-40 TOT,6,0.8136734,1,1.0,protein concentration (a280)
P_M14765,PURITY,0,0.9983139,3,0.5070906,ce-sds (reduced) purity
250626_CE_SDS_NO_RE,SS RM2 IGG REL MIGRATION TIME,0,0.99848074,3,0.8089512,ce-sds (reduced) purity
95007424_SYSTEM,% DIFFERENCE  FOR STD 1 INITIAL BRACKET,4,0.48570523,1,0.9974763,potency by cell-based bioassay
P_M14765,RRT MINOR PEAK 10,6,0.9261648,1,1.0,protein concentration (a280)
Y_SM_250473_R,RM GROUP 2 pI 4.81 to 5.55,6,0.6135603,1,1.0,protein concentration (a280)
Y_SM_M00002527_R,RS SDS COO REDUCED MAJOR BAND,0,0.999498,3,0.9918737,ce-sds (reduced) purity
P_MTD-10493,HMW,2,0.99891245,3,0.72602487,se-hplc lmw
250658,PEAK 3 1DP,0,0.69546187,4,0.53372234,sds-page (non-reduced) purity
250684,REDUCED LIGHT CHAIN 1DP,0,0.99903214,5,0.6016444,sds-page (reduced) purity
T_250598,T_%_BPM,4,0.6668345,3,0.9942569,spr binding activity
D_250627,ACIDIC PEAKS_0DP,1,0.9989849,7,0.96625674,cex acidic peaks
95009822_HUMAN_CELL,HUMAN CELL IL 2INH ASSAY RESULT 6 70 140,4,0.99909055,1,1.0,potency by cell-based bioassay
250494_ISOE_FOCUS,PI 4.7 TO 5.6,6,0.7376623,1,1.0,protein concentration (a280)
Y_SM_250495_R,SDS COO REDUCED ADDITIONAL BAND,0,0.9995703,3,0.9988232,ce-sds (reduced) purity
250195_PART_MATT,TOTAL PARTICLE CONTAINER 25 MICRONS,3,0.99812704,2,0.99729604,particulate-matter >= 25-um
250194_ISOE_FOCUS,PI RANGE 4.7 TO 5.3,6,0.51984555,1,1.0,protein concentration (a280)
95007441_B7_BINDING,B7 BINDING BIACORE RESULT 6,4,0.9992084,3,1.0,spr binding activity
A_TOR_OPDIVO,DEV 8-25 TOT HALB NO LIGHT,6,0.4769015,1,1.0,protein concentration (a280)
250580_TOTAL_PROT,RM2 CONCENTRATION FINAL,6,0.9972796,1,1.0,protein concentration (a280)
P_M15648,REL RETENTION TIME  MINOR PEAK 11 => LOQ,2,0.40096515,3,0.94188696,se-hplc lmw
P_M15648,REL RETENTION TIME  MINOR PEAK 3 => LOQ,2,0.45050353,3,0.94188696,se-hplc lmw
250629_POT_ELISA_P2,SS 2 SPL 2 WIDTH REL CONF INT,4,0.99674666,3,0.9998969,spr binding activity
250629_POT_ELISA_P1,SS 1 QC POT WIDTH REL CONF,4,0.9960906,1,0.54665756,potency by cell-based bioassay
R_OPDIVOINY_SEC,SEC-MonÃ³mero,2,0.5385542,4,0.7566641,se-hplc monomer
P_M20655,RESIDUAL PROTEIN A ELISA,4,0.9977664,1,0.6745254,potency by cell-based bioassay
T_95007423,T_COOMASIE_NOREDUC_ NVA_BANDA_INDIV,4,0.6970636,1,0.71455175,potency by cell-based bioassay
Y_SM_250658,RM CEX PEAK 2 0 DECPT,1,0.99960953,9,0.9968851,cex main peak
Y_SM_250519_R,B7 BINDING SPR,4,0.99925977,3,1.0,spr binding activity
Y_SM_M00002527_R,RS SDS COO NONREDUCED MAJOR BAND,0,0.9994823,3,0.75327593,ce-sds (reduced) purity
95007421_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES <=5.5,2,0.9804882,2,0.79481286,se-hplc hmw
Y_SM_250495_R,RM SDS COO REDUCED MAJOR BAND,0,0.99952257,3,0.9964683,ce-sds (reduced) purity
250191_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES,2,0.9987758,2,0.79481286,se-hplc hmw
250192_SDS_PAGE,ADDITIONAL BANDS GREATER THAN 1% NONRED,0,0.9994261,4,0.91639024,sds-page (non-reduced) purity
Y_SM_95007424_R,PROTEIN CONTENT UV A280,6,0.9976597,1,1.0,protein concentration (a280)
250495_SDS_PAGE,ADDITIONAL BANDS > 0.5% NONREDUCED,0,0.99945253,4,0.70617926,sds-page (non-reduced) purity
Y_SM_250192_R,SDS COO NONREDUCED ADDITIONAL BAND,0,0.9995479,3,0.9688637,ce-sds (reduced) purity
A_250186_CU1,MAXIMUM,6,0.51360893,1,0.9999999,protein concentration (a280)
95011468,BIOASSAY 0DP,4,0.9980253,1,0.9985696,potency by cell-based bioassay
A_250494,PI RANGE 4.7 - 5.6,5,0.54563594,1,1.0,ph
C_95010544,VOL IN CONTAINER 3,3,0.9825554,1,0.9590623,particulate-matter >= 10-um
C_250627,BASIC PEAK 1DP,1,0.9989254,8,0.99484706,cex basic peaks
A_250357,SIZE HOMOGENEITY MONOMER 1DECPT,2,0.99821496,4,0.67974734,se-hplc monomer
A_250191,LOW MOLECULAR WEIGHT SPECIES 1 DECPT,2,0.99519914,6,0.72748697,se-uplc lmw
A_250473,GROUP 3 (pl 5.55 - 6.05),0,0.3122728,1,0.9317168,ce-sds (non-reduced) hhl
A_250186_CU1,VIAL4,3,0.5278717,1,0.6642875,particulate-matter >= 10-um
250359,PROTEIN CONCENTRATION UV A280NM 1DP,6,0.9976057,1,1.0,protein concentration (a280)
250432,PH 1 DECPT,5,0.99732447,1,1.0,ph
A_TOR,TOR HIGH DEV ANAGNI,1,0.47955126,9,0.9484317,cex main peak
A_M00000093,SUM OF UNDEFINED PEAK,1,0.9954665,6,0.75990206,icief main peak
250398,BINDING ACTIVITY 0DP,4,0.999114,2,0.9793783,potency by binding elisa
A_TOR_OPDIVO,TOR CON COC MANATI 30-40 TOT,5,0.470923,1,1.0,ph
A_250186_CU1,OVERALL STATUS,6,0.94255525,1,1.0,protein concentration (a280)
M00001099,SUM OF MINOR PEAKS 1 DECPT,1,0.93125135,5,0.879599,icief basic peaks
A_250593,GROUP 2A,1,0.36234486,5,0.8689013,icief basic peaks
A_TOR_AZD1222,TOR FIN,4,0.38118458,3,0.9552106,spr binding activity
A_250593,PEAK M2,1,0.8335163,6,0.6366643,icief main peak
C_250598,HMW FILLB02,2,0.99924016,2,0.92714655,se-hplc hmw
C_250674,N-LINKED PROFILE: G0,4,0.9254955,2,0.9999895,potency by binding elisa
C_10456,HIGHEST RESULT OF FILLA,2,0.4556082,3,0.99721426,se-hplc lmw
A_250194,PI 4.5 OR PROXIMITY,6,0.5825603,1,1.0,protein concentration (a280)
C_250599,PROT CONCENTRATION REP 2 GL,6,0.99731714,1,1.0,protein concentration (a280)
C_250674,N-LINKED PROFILE: G1F,4,0.9629787,2,0.90334326,potency by binding elisa
A_TOR_FIN,TOR HIGH RES POST PACKAGING,2,0.75377375,1,0.79585,rp-hplc purity
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 MIN,6,0.4069611,1,1.0,protein concentration (a280)
C_250598,HMW CEXE01,2,0.9935679,2,0.9433763,se-hplc hmw
M00001099,PURITY 1 DECPT,0,0.9659504,2,0.53206956,ce-sds (non-reduced) purity
C_250598,LMW FILLB02,2,0.9984428,3,0.97660667,se-hplc lmw
C_250598,LMW HICA01,2,0.9974928,3,0.98137337,se-hplc lmw
C_250599,PROT CONCENTRATION GL,6,0.9971724,1,1.0,protein concentration (a280)
C_250674,N-LINKED PROFILE: G2F,4,0.85561556,2,0.55710644,potency by binding elisa
C_250598,MONOMER CEXE01,2,0.9041766,4,0.69477284,se-hplc monomer
C_5296A,ENDOTOXIN RELEASE,4,0.90964836,2,0.9216128,potency by binding elisa
A_TORORENCIA,TOR RESIDUO PRE MAG,1,0.9674963,4,0.92686474,icief acidic peaks
C_95007441_DVN,B7 BINDING,4,0.99911517,3,0.9999999,spr binding activity
C_250653,TOTAL BIOBURDEN COUNT 50,3,0.8674162,1,0.99091786,particulate-matter >= 10-um
250495,SDS COO NONREDUCED MAJOR BAND 1DP,0,0.999556,4,0.98379123,sds-page (non-reduced) purity
A_TOR_ORENCIA_SC,TOR PRODOTTO FIN PRE MAG,2,0.45361814,1,0.9999994,rp-hplc purity
250473,GROUP1 pI 4.30 to 4.81 1DP,6,0.49764448,1,1.0,protein concentration (a280)
A_250194,PI RANGE 4.7 - 5.3,5,0.5871408,1,1.0,ph
A_TOR_EMPLICITI,TOR CON COC MANATI 8-25 HR,5,0.49306676,1,1.0,ph
A_TOR_FIN,TOR RES POST PACKAGING,2,0.37607545,1,0.9053556,rp-hplc purity
C_250601,PARTICLES 10 MICRON,3,0.99823713,1,0.9702022,particulate-matter >= 10-um
250191,SIZE HOMOGENEITY HMW SPECIES 1DECPT,2,0.9991623,2,0.57608473,se-hplc hmw
A_95007425,ISOELECTRIC FOCUS PI RANGE 4_5_5_2 BANDS,1,0.9985612,6,0.5084937,icief main peak
M_250658,PEAK 1,1,0.97545314,9,0.610452,cex main peak
A_TOR,TOR LOW DA TT4,6,0.5145812,1,1.0,protein concentration (a280)
C_250624,SEMI-QUANTITATIVE PARTICULATES,3,0.9976655,1,0.83902514,particulate-matter >= 10-um
250196,B7 BINDING 0DP,4,0.998987,3,0.9999896,spr binding activity
250735,GROUP 1 0DP,0,0.92275655,4,0.54463214,sds-page (non-reduced) purity
250495,SDS COO NONREDUCED SINGLE CHAIN 1DP,0,0.9995254,3,0.6993521,ce-sds (reduced) purity
250192,SDS COO NONREDUCED MAJOR BAND 0DP,0,0.9995413,4,0.94708323,sds-page (non-reduced) purity
A_250735,PEAK M5,6,0.40427238,1,1.0,protein concentration (a280)
C_250682,DRUG CONTENT 300MG/VIAL,6,0.5959811,1,1.0,protein concentration (a280)
M_250602,PARTICLES >=25 MICRONS,3,0.99821115,2,0.98088056,particulate-matter >= 25-um
A_M00001099,CE-SDS REDUCED,0,0.99957925,1,0.5767803,ce-sds (non-reduced) hhl
A_95007433,PARTICULATE MATTER 25 MICRONS,3,0.9983033,1,0.5209446,particulate-matter >= 10-um
A_TOR_EMPLICITI,TOR CON COC MANATI 8-25 MIN,5,0.5173111,1,1.0,ph
C_250627,ACIDIC PEAKS,1,0.9997054,7,0.97951186,cex acidic peaks
C_250658,ACIDIC GROUP,1,0.9996356,7,0.97264206,cex acidic peaks
A_TOR_OPDIVO,TOR CON COC MANATI 8-25 NO LIGHT MIN,6,0.45075455,1,1.0,protein concentration (a280)
A_M00001098,CE-SDS NON REDUCED,0,0.99959797,1,0.9464145,ce-sds (non-reduced) hhl
250735,PEAK M3 1DP,0,0.45242873,3,0.4821814,ce-sds (reduced) purity
250191,SIZE HOMOGENEITY LMW SPECIES 1DECPT,2,0.9982754,3,0.65260184,se-hplc lmw
C_95007424,PROT CONTENT UV 280 NM_READING 1,6,0.99741936,1,1.0,protein concentration (a280)
A_250735,PEAK M3,1,0.6726252,9,0.85734236,cex main peak
A_250735,PEAK M6,1,0.41885012,6,0.9591184,icief main peak
A_250593,PEAK M5,6,0.41041362,1,1.0,protein concentration (a280)
A_TOR_OPDIVO,DEV 8-25 MIN HALB NO LIGHT,6,0.49562103,1,1.0,protein concentration (a280)
A_250473,GROUP 2 (pl 4.81 - 5.55),0,0.33019033,1,0.9317168,ce-sds (non-reduced) hhl
250473,GROUP 3 pI 5.55 to 6.05 1DP,6,0.50745255,1,1.0,protein concentration (a280)
A_250396,IPILIMUMAB MAJOR BAND,0,0.5371481,4,0.6308758,sds-page (non-reduced) purity
C_95007196,Version,4,0.63534003,2,0.50705665,potency by binding elisa
250735,PEAK M5 1DP,6,0.443956,1,1.0,protein concentration (a280)
A_TOR_EMPLICITI,TOR DEV HALB 8-25 MIN,6,0.52217764,1,1.0,protein concentration (a280)
GBL_250658,PEAK 1,1,0.97867167,9,0.35348248,cex main peak
GBL_250602,PARTICLES >=25 MICRONS,3,0.99821377,1,0.9991761,particulate-matter >= 10-um
250192,SDS COO REDUCED MAJOR BAND 0DP,0,0.99952734,4,0.7925179,sds-page (non-reduced) purity
A_250186_CU1,VIAL8,3,0.46625137,1,0.6473816,particulate-matter >= 10-um
250658,SUM OF PEAKS 3 4 AND 5 1DP,0,0.7529478,4,0.97531915,sds-page (non-reduced) purity
A_250186_CU1,MINIMUM,6,0.5601504,1,0.9999999,protein concentration (a280)
C_250685,SLAMF7 BINDING ELISA RELATIVE POTENCY,4,0.9992668,2,0.99999654,potency by binding elisa
C_250598,MONOMER HICA01,2,0.9990095,4,0.61667645,se-hplc monomer
